ebird2021,bird_genera,comment
mckbun,plectrophenax,
mcptit1,anthoscopus,
mcrtyr1,tachuris,
mdcsun2,cinnyris,
mdcsun3,cinnyris,
meabun1,emberiza,
meapar,amazona,
meapar1,amazona,
meapip1,anthus,
medgul1,ichthyaetus,
meelor1,vini,
meenig1,caprimulgus,
megfin1,geospiza,
megsta1,lamprotornis,
megtan1,tangara,
mekwag1,motacilla,
melbla1,dives,
melcus1,coracina,
melcus3,coracina,
melduc1,anas,
melfly1,myiagra,
melkin1,todiramphus,
melscr1,megapodius,
melthr,garrulax,
melwar1,hippolais,
melwoo1,chloropicus,
menwar1,curruca,
meppar1,micropsitta,
merflo1,diglossa,
merlin,falco,
mertap1,scytalopus,
merwre1,cistothorus,
mesowl1,otus,
metfin1,camarhynchus,
metpig1,columba,
metsta1,aplonis,
metsta3,aplonis,
mewgul,larus,
mewsun2,aethopyga,
mexchi,poecile,
mexduc,anas,
mexher1,phaethornis,
mexjay3,aphelocoma,
mexjay4,aphelocoma,
mexpar1,forpus,
mexshe1,doricha,
mexwoo1,eupherusa,
meyfri1,philemon,
meygos1,accipiter,
meypar1,poicephalus,
mfbtyr1,phylloscartes,
mibhea2,gallicolumba,
mickin1,todiramphus,
mickin4,todiramphus,
mickin5,todiramphus,
micmyz1,myzomela,
micscr1,megapodius,
micsta1,aplonis,
midflo1,dicaeum,
migtyr1,phylloscartes,
migwar,helopsaltes,
miipig1,ducula,
miipig2,ducula,
mikphe1,syrmaticus,
miller,acrocephalus,
milmac,ara,
milrai1,zapornia,
milsto1,mycteria,
miltap1,scytalopus,
mimhon1,microptilotis,
minblh1,gallicolumba,
minboo1,ninox,
minboo2,ninox,
minbul1,hypsipetes,
mineao1,otus,
minher1,phaethornis,
minhor1,penelopides,
minhor2,penelopides,
minjuf1,vauriella,
minlor1,saudareos,
minmib1,micromacronus,
minowl1,tyto,
minrat1,prioniturus,
minwhe1,heleia,
miobar1,tricholaema,
miosun1,cinnyris,
miosun2,cinnyris,
miotit2,melaniparus,
miowrw1,calamonastes,
miowrw2,calamonastes,
miowrw3,calamonastes,
mirtai1,prioniturus,
mirthr1,monticola,
miskit,ictinia,
misowl1,otus,
misowl2,otus,
misrob1,cercotrichas,
misthr1,turdus,
mistle1,dicaeum,
mistyr1,zimmerius,
miswoo1,dendrocoptes,
miswrb1,spelaeornis,
mitbab1,micromacronus,
mitpar,psittacara,
mleowl1,asio,
moasun1,aethopyga,
mobela1,elaenia,
mobfin1,atlapetes,
mobpar1,bambusicola,
mobsun1,anthreptes,
mobtan1,bangsia,
mocant1,thamnophilus,
moccha1,thamnolaea,
mocsun2,cyanomitra,
moctap1,scytalopus,
mocthi1,asthenes,
moctyr1,phaeomyias,
moctyr2,phylloscartes,
moctyr6,phaeomyias,
mofgle1,anabacerthia,
mofsco1,megascops,
mogjay1,podoces,
mogwar1,melocichla,
mohbrw1,nesillas,
mohbul1,hypsipetes,
mohcuc1,hierococcyx,
mohpar1,loriculus,
mohsco1,otus,
moipig1,ducula,
mokpar1,alisterus,
molcuc1,cacomantis,
molcus1,coracina,
molfly1,myiagra,
molgos1,accipiter,
molhao2,ninox,
molhao3,ninox,
molown1,aegotheles,
molpit1,erythropitta,
molscr1,eulipoa,
molsta1,aplonis,
molswi1,aerodramus,
molswi3,aerodramus,
molswi4,aerodramus,
molwoo1,scolopax,
momwar1,crateroscelis,
momwoo1,campethera,
monacc1,prunella,
monbus1,malaconotus,
monfin2,bucanetes,
monhar1,circus,
monhor1,tockus,
monlar1,melanocorypha,
monlar2,mirafra,
monnig2,caprimulgus,
monori1,icterus,
monoro1,psarocolius,
monpar,myiopsitta,
monpar2,myiopsitta,
monqua,cyrtonyx,
monstp1,hydrobates,
monswi2,aerodramus,
monwoo1,lepidocolaptes,
monyef1,sicalis,
moocha1,pinarochroa,
moofra2,scleroptila,
moonig1,aegotheles,
moorew1,acrocephalus,
moosan1,prosobonia,
mopphe1,polyplectron,
morcha1,cossypha,
morepo2,ninox,
mornin1,pachycephala,
morsun2,cinnyris,
mosbou1,laniarius,
mosbou4,laniarius,
moseag1,spilornis,
mosfin1,rhopospina,
mosowl1,otus,
mosowl2,otus,
mosswa2,cecropis,
motduc,anas,
motflo1,dicaeum,
motmun1,lonchura,
motowl,ciccaba,
motpar1,psittacella,
motpet,pterodroma,
motpic1,picumnus,
motspi1,telacanthura,
motswi2,apus,
motwhi1,rhagologus,
mouant,myrmotherula,
mouant1,grallaria,
mouavo1,opisthoprora,
moubab1,malacopteron,
moubar1,psilopogon,
moubar2,psilopogon,
mouble1,zosterops,
moublu,sialia,
moubru2,atlapetes,
moubul2,ixos,
moubuz2,buteo,
moubuz3,buteo,
moucac1,cacicus,
moucac2,cacicus,
moucar1,phalcoboenus,
mouchi,poecile,
mouchi2,phylloscopus,
moudov,zenaida,
mouela1,elaenia,
moufir1,oreostruthus,
mouflo1,diglossa,
mouful1,alcippe,
mouger1,acanthiza,
mougra1,macroagelaius,
mouhae1,nisaetus,
mouhae2,nisaetus,
mouill1,illadopsis,
moukin1,syma,
moukin2,actenoides,
moulau1,ianthocincla,
moumel1,microptilotis,
moumyz1,myzomela,
moupar2,psilopsiagon,
moupel1,peltops,
moupip1,anthus,
mouplo,charadrius,
moupuf1,malacoptila,
mouqua,oreortyx,
moured1,phoenicurus,
mourob1,turdus,
mousaw1,psalidoprocne,
mouser1,chrysocorythus,
mousta1,aplonis,
mousun1,aethopyga,
mouswi2,aerodramus,
moutai2,phyllergates,
moutho1,acanthiza,
moutin1,pogoniulus,
moutre1,hemiprocne,
moutro1,trogon,
moutur1,pteroptochos,
mouvel1,lafresnaya,
mouwag1,motacilla,
mouwar,geothlypis,
mouwar1,acrocephalus,
mouwar2,phylloscopus,
mouwar4,phylloscopus,
mouwhe1,myrmecocichla,
mouwhe2,oenanthe,
mouwhe4,oenanthe,
mouwhe5,oenanthe,
mouwoo1,xiphocolaptes,
mouwre1,troglodytes,
mouwre2,pheugopedius,
mowbab1,gypsophila,
mowowl1,strix,
moywar1,iduna,
mrmwar1,scepomycter,
mrmwar3,scepomycter,
mstlar1,alaudala,
mtkbus1,telophorus,
mugfly,ficedula,
mulpar1,psephotus,
multan1,chlorochrysa,
munwow1,henicorhina,
murpet,pterodroma,
musduc,cairina,
musduc1,biziura,
muslor1,glossopsitta,
muswre2,cyphorhinus,
mutswa,cygnus,
myssta1,aplonis,
nabant1,formicivora,
nabtod1,todus,
nabwoo1,lepidocolaptes,
nacnig1,chordeiles,
nafbar1,gymnobucco,
nafspi1,arachnothera,
nahfra2,ptilopachus,
namdov1,oena,
nampri1,phragmacia,
namsan1,pterocles,
namscb1,napothera,
napsab1,campylopterus,
narfly,ficedula,
narfly1,ficedula,
narhor1,rhyticeros,
nartap2,scytalopus,
nartro1,apaloderma,
narwar1,acrocephalus,
naswar,leiothlypis,
nateme2,chlorostilbon,
natfra2,pternistis,
natsla1,thamnophilus,
natsta1,poeoptera,
navwre1,hylorchilus,
nazboo1,sula,
nbtwea1,ploceus,
ncbeat1,merops,
ncipig1,ducula,
nconig1,aegotheles,
ndcsun2,cinnyris,
nebbro1,henicophaps,
nebfri1,philemon,
nebgos1,accipiter,
nebhao1,ninox,
nebhea1,gallicolumba,
nebher1,phaethornis,
nebkin1,todiramphus,
nebmao1,tyto,
nebmet1,metallura,
nebrai1,gallirallus,
nebspa1,accipiter,
nebtap1,scytalopus,
nebthr1,zoothera,
neccro1,corvus,
neccus1,analisoma,
necfri1,philemon,
necgos1,accipiter,
necgra1,cincloramphus,
neclor1,vini,
necmyz1,myzomela,
necnig1,caprimulgus,
necnig2,eurostopodus,
necpar1,cyanoramphus,
necrai1,gallirallus,
necspi1,synallaxis,
necwhi2,pachycephala,
necwhi3,pachycephala,
neesun2,cinnyris,
nefdov1,ptilinopus,
negbab1,pomatostomus,
negbro1,henicophaps,
negcus1,edolisoma,
negeag1,harpyopsis,
negjuf1,vauriella,
negsco1,otus,
negscr1,megapodius,
nehhon1,gliciphila,
nehhon2,phylidonyris,
neifri1,philemon,
neimun1,lonchura,
neimyz1,myzomela,
neipit1,erythropitta,
nelwea1,ploceus,
neocor,nannopterum,
nepful1,alcippe,
nephom1,delichon,
nesbab1,zosterornis,
neusta1,onychognathus,
neuwar1,urosphena,
newfis1,lanius,
newpar2,psittacula,
newsun2,anabathmis,
nezbel1,anthornis,
nezbit1,ixobrychus,
nezfal1,falco,
nezfan1,rhipidura,
nezgre1,poliocephalus,
nezkak1,nestor,
nezpig2,hemiphaga,
nezpig3,hemiphaga,
nezqua1,coturnix,
nezrob2,petroica,
nezrob3,petroica,
nezsca1,aythya,
nezstp1,fregetta,
ngfrai1,megacrex,
ngweye1,zosterops,
niakin1,todiramphus,
niamyn1,gracula,
nibkiw1,apteryx,
nicbul2,hypsipetes,
nicgra1,quiscalus,
nicjuf1,cyornis,
nicpar1,psittacula,
nicpig1,caloenas,
nicsco1,otus,
nicscr1,megapodius,
nicsee1,spilornis,
nicspa1,accipiter,
nicwre1,thryophilus,
nigfin1,nesospiza,
nigfin3,nesospiza,
nigpar2,pezoporus,
nigrew1,acrocephalus,
nigwre1,microcerculus,
nihfin,telespiza,
nilfly2,eumyias,
nilpip1,anthus,
nimfly1,melaenornis,
ninpar1,poicephalus,
nisfin1,sporophila,
niuscr1,megapodius,
nivsun2,hedydipna,
niwpig1,columba,
nkurai1,himantornis,
noacha1,myrmecocichla,
nobfly1,melaenornis,
nobsni1,gallinago,
nobtyr,camptostoma,
nobwoo1,dendrocolaptes,
noccur1,nothocrax,
noghor1,bucorvus,
nohcuc1,hierococcyx,
nohowl,surnia,
noifri1,philemon,
noiger1,gerygone,
noikak1,nestor,
noimin1,manorina,
noipar1,cyanoramphus,
noipio1,turnagra,
noipit1,pitta,
noisni1,coenocorypha,
nomwea1,ploceus,
nonbab1,stachyris,
nopowl,glaucidium,
nopwhy1,vidua,
norben1,oncostoma,
norbob,colinus,
norboo1,ninox,
norbro1,phyllastrephus,
norcar,cardinalis,
norcas1,casuarius,
norcat1,ailuroedus,
norcro1,sylvietta,
norela1,elaenia,
noremt1,aulacorhynchus,
norfan1,rhipidura,
norfis1,lanius,
norfli,colaptes,
norful,fulmarus,
norgan,morus,
norgip1,macronectes,
norgos,accipiter,
norgrc1,crithagra,
norgrd1,alopecoenas,
norgre1,tringa,
norhar1,circus,
norhar2,circus,
norjac,jacana,
norlap,vanellus,
norlog1,orthonyx,
normoc,mimus,
norpar,setophaga,
norpib1,turdoides,
norpin,anas,
norpot1,nyctibius,
norpuf1,dryoscopus,
norpyo1,glaucidium,
norpyo3,glaucidium,
norpyo4,glaucidium,
norros1,platycercus,
norscr1,chauna,
norsho,spatula,
norshr1,lanius,
norshr4,lanius,
norsik1,ceyx,
norsla1,thamnophilus,
norsta1,aplonis,
norvir1,vireo,
norwah1,foulehaio,
norwat,parkesia,
norwhe,oenanthe,
nosbir1,atrichornis,
nosfly1,sublegatus,
nosrob1,drymodes,
nrwswa,stelgidopteryx,
nstspa,ammospiza,
nswowl,aegolius,
nubbus1,neotis,
nubnig1,caprimulgus,
nubwoo1,campethera,
nuhmon1,pomarea,
nukupu1,hemignathus,
nukupu2,hemignathus,
nukupu3,hemignathus,
nulqut1,cinclosoma,
nupkin1,tanysiptera,
nutfly,myiarchus,
nuthat2,hypositta,
nutman,lonchura,
nutwoo,dryobates,
nwfowl1,ptilopsis,
nyaswi1,apus,
oahala,paroreomyza,
oahama,chlorodrepanis,
oahoo,moho,
oaktit,baeolophus,
oashum1,rhodopis,
oaxspa1,aimophila,
obbfin1,atlapetes,
obblar1,spizocorys,
obfdov1,ptilinopus,
obfgle2,anabacerthia,
obfgle3,automolus,
obfpar1,cyclopsitta,
obgthr1,geokichla,
obnthr1,catharus,
obqdov1,leptotrygon,
obsber1,melanocharis,
obshon1,caligavis,
ocbant1,grallaricula,
ocbcat1,ailuroedus,
ocbdov1,leptotila,
ocbfly1,mionectes,
ocbfly2,nephelomyias,
ocbhao1,ninox,
ocbpip1,anthus,
ocbtan1,chlorothraupis,
ocbthi1,asthenes,
occpic1,picumnus,
occspi1,synallaxis,
oceant1,phaenostictus,
ocecra1,micropygia,
ocefly1,myiagra,
ocepic2,picumnus,
ocepoo1,nyctiphrynus,
ocequa1,cyrtonyx,
ocetap1,acropternis,
ocethr1,toxostoma,
ocetur1,meleagris,
ocewoo1,xiphorhynchus,
ocewoo2,xiphorhynchus,
ocfant1,grallaricula,
ocftap1,eugralla,
ocftof1,poecilotriccus,
ochatt1,attila,
ochbul2,alophoixus,
ochfly1,myiagra,
ochpew1,contopus,
ochpic1,picumnus,
ochwre1,troglodytes,
ocrant1,drymophila,
ocrbun1,emberiza,
ocsant1,grallaria,
odedi1,horornis,
offdov1,ptilinopus,
ofrcha1,cossypha,
ofyfin1,sicalis,
ogemon1,mayrornis,
oilbir1,steatornis,
okbkiw1,apteryx,
okirai1,gallirallus,
okiwoo1,dendrocopos,
olbeup1,euphonia,
olbflo1,prionochilus,
olbori1,oriolus,
olbpip,anthus,
olbsun3,cinnyris,
olbsun4,cinnyris,
olbtai1,orthotomus,
olbtan1,mitrospingus,
olbwoo1,xiphorhynchus,
olbwoo2,dinopium,
olccre1,melanopareia,
olcflo1,dicaeum,
olcflo2,dicaeum,
olcfly1,myiophobus,
olcwar1,setophaga,
olcyel1,geothlypis,
olehem1,sphenopsis,
olfwhi1,hylocitrea,
olgcam1,camaroptera,
olgtan1,orthogonys,
olgtyr1,phylloscartes,
olhlor1,trichoglossus,
olhwea1,ploceus,
olibul1,iole,
olibus1,telophorus,
oliela1,elaenia,
olifin1,arremon,
olifla1,rhynchocyclus,
olifly1,fraseria,
olifly2,mitrephanes,
olifly3,microeca,
oligre1,hylophilus,
olihon1,lichmera,
oliibi2,bostrychia,
oliibi3,bostrychia,
oliman2,xenopipo,
olioro1,psarocolius,
olipic1,picumnus,
olipih2,snowornis,
olisis1,spinus,
olispa,arremonops,
olispi1,cranioleuca,
olistr1,timeliopsis,
olitan1,chlorothraupis,
olitho1,chalcostigma,
olithr2,turdus,
oliwar,peucedramus,
oliwhi1,pachycephala,
oliwoo1,sittasomus,
oliwoo2,chloropicus,
olomao,myadestes,
olrcin1,cinclodes,
olrgul1,larus,
olrser1,crithagra,
olsfly,contopus,
olsfly1,mionectes,
olshon1,ptiloprora,
olshum1,talaphorus,
olspar1,aprosmictus,
oltcuc1,cercococcyx,
oltpar1,eupsittula,
oltthr1,zoothera,
oltwar1,hippolais,
olwbul1,pycnonotus,
olyrob1,poecilodryas,
omao,myadestes,
omaowl1,strix,
oncbec1,pachyramphus,
ongtyr1,muscisaxicola,
opcman1,lepidothrix,
opctan1,tangara,
oprtan1,tangara,
orabis1,euplectes,
orabul1,pyrrhula,
oracha1,epthianura,
oradov1,ptilinopus,
orange1,euneornis,
oraori1,icterus,
orawea1,ploceus,
orbant1,terenura,
orbbab1,argya,
orbbun1,passerina,
orbeup1,euphonia,
orbfal1,falco,
orbflo1,dicaeum,
orbfly1,nephelomyias,
orbfru1,pipreola,
orbhem1,kleinothraupis,
orblau1,garrulax,
orblea1,chloropsis,
orblor1,neopsittacus,
orbman1,lepidothrix,
orbmyz1,myzomela,
orbowl1,phodilus,
orbpar1,neophema,
orbpig1,treron,
orbroc1,chaetops,
orbspa1,arremon,
orbsun2,anthobaphes,
orbtho1,phacellodomus,
orbthr1,geokichla,
orbtro2,harpactes,
orbtro3,icterus,
orbwoo1,reinwardtipicus,
orceup1,euphonia,
orcfai1,clytomyias,
orcfly1,myiophobus,
orchon1,oreornis,
orcman1,manacus,
orcman3,heterocercus,
orcori,icterus,
orcori1,icterus,
orcori3,icterus,
orcpar,brotogeris,
orcpar2,pyrilia,
orcwar,leiothlypis,
orcwax,estrilda,
orefly1,tolmomyias,
oretan1,chlorochrysa,
oretho1,phacellodomus,
orfbar1,capito,
orfdov1,ptilinopus,
orfpar,eupsittula,
orfplu2,metopothrix,
orfscr1,megapodius,
orgthr1,geokichla,
orheag1,spizaetus,
orhtan1,thlypopsis,
orhthr1,geokichla,
oribla1,gymnomystax,
oricuc2,cuculus,
oricus1,lobotos,
orifin1,linurgus,
origoo1,oressochen,
origre,chloris,
orihob1,falco,
orihob2,pernis,
orimag1,pica,
oripic1,picumnus,
oripip1,anthus,
oriplo1,charadrius,
oripra,glareola,
orisal1,saltator,
orisky1,alauda,
orisof1,thripophaga,
oristo1,ciconia,
oriwar1,teretistris,
oriwar2,hypergerus,
oriwhi1,pachycephala,
ornant1,epinecrophylla,
ornfly1,myiotriccus,
ornlor1,saudareos,
ornmel1,melidectes,
ornpar1,arborophila,
orntin1,nothoprocta,
orphor1,anthracoceros,
orrfra2,scleroptila,
orrwar1,acrocephalus,
orsbul1,pycnonotus,
orsbul2,pycnonotus,
orsowl,otus,
ortbun1,emberiza,
ortdov,streptopelia,
ortlon1,macronyx,
ortspi1,arachnothera,
ortsun1,heliangelus,
ortsun3,cinnyris,
orttan1,wetmorethraupis,
orwpar,amazona,
orwpyt1,pytilia,
osprey,pandion,
osprey4,pandion,
ostric2,struthio,
ostric3,struthio,
ou,psittirostra,
oussun2,cinnyris,
oustyr1,phylloscartes,
ovaspa2,accipiter,
ovenbi1,seiurus,
pabant1,grallaria,
pabcra,mustelirallus,
pabduc1,anas,
pabfir1,lagonosticta,
pabflo1,dicaeum,
pabfly1,cyornis,
pabfly2,cyornis,
pabher1,phaethornis,
pabhor1,lophoceros,
pabhor2,furnarius,
pabill1,illadopsis,
pabmon1,hypothymis,
pabmou1,rhytipterna,
pabmyn1,acridotheres,
pabpig1,columba,
pabqua1,perdicula,
pabscr1,sericornis,
pabsee1,sporophila,
pabsic1,drepanornis,
pabspa1,passer,
pabspi1,synallaxis,
pabthr1,turdus,
pabtin1,crypturellus,
pabtre1,cichlocolaptes,
pabwar1,horornis,
pabwoo1,campephilus,
pacant,myrmotherula,
pacbaz1,aviceda,
pacblf1,cyornis,
paccis1,cisticola,
pacela1,myiopagis,
pacfla1,rhynchocyclus,
pacgos1,melierax,
pacgul1,larus,
pacher1,ardea,
packin1,todiramphus,
pacloo,gavia,
pacpar1,psittacara,
pacpar2,forpus,
pacpig1,columba,
pacreh1,egretta,
pacrob1,petroica,
pacrob2,petroica,
pacswa1,hirundo,
pacswa3,hirundo,
pacwoo1,celeus,
pacwre1,troglodytes,
padwar1,acrocephalus,
paebla2,agelasticus,
paefly1,myiarchus,
paethr1,turdus,
pafant1,phlegopsis,
pafdov1,ptilinopus,
pafeag1,haliaeetus,
pafear1,upucerthia,
pafneg1,nigrita,
pafswa1,orochelidon,
pagcus1,edolisoma,
pagdov1,alopecoenas,
pagplo,pluvialis,
pagrew1,acrocephalus,
pagwar1,helopsaltes,
pahjac1,brachygalba,
pahmun1,lonchura,
pahros1,platycercus,
pahwoo1,gecinulus,
paibun,passerina,
paibut,turnix,
paifir1,emblema,
paifra1,francolinus,
paihon1,grantiella,
paiman1,machaeropterus,
paipar1,pyrrhura,
paipar6,pyrrhura,
paipig1,ducula,
paired,myioborus,
paisan1,pterocles,
paispu1,galloperdix,
paisto1,mycteria,
pakpar1,alisterus,
palbab1,malacopteron,
palbat1,batis,
palbun,emberiza,
palcoc1,probosciger,
palcor1,urile,
palcro2,corvus,
palcuc1,cacomantis,
paldov1,leptotila,
palfan1,rhipidura,
palflo1,prionochilus,
palfly1,ficedula,
palfly2,agricola,
palfly3,myiagra,
palfro1,batrachostomus,
palhar1,circus,
palhon1,indicator,
palhor1,anthracoceros,
palhor2,furnarius,
palhor4,furnarius,
palhor5,furnarius,
palila,loxioides,
pallor1,vini,
palmch1,dulus,
palnig1,caprimulgus,
palowl2,pyrroglaux,
palpep1,polyplectron,
palpri1,prinia,
palroc1,carpospiza,
palros2,carpodacus,
palros3,carpodacus,
palsan1,syrrhaptes,
palspi1,cranioleuca,
palspi2,arachnothera,
palsun2,cinnyris,
palswi1,aerodramus,
palswi2,aerodramus,
palswi3,apus,
paltan1,thraupis,
palthr1,turdus,
paltit2,periparus,
paltyr2,zimmerius,
paltyr3,zimmerius,
paltyr4,zimmerius,
paltyr5,zimmerius,
palwar,setophaga,
palwar1,myiothlypis,
palwar5,phylloscopus,
pammea1,leistes,
pampig1,gymnophaps,
pampig2,gymnophaps,
panfly1,myiarchus,
panlon1,macronyx,
panvul1,gypohierax,
paogre1,phyllastrephus,
papcan1,crithagra,
papcus1,edolisoma,
papdro1,chaetorhynchus,
papfly1,myiagra,
papfro1,podargus,
papgon1,laniarius,
paphao1,uroglaux,
paphap1,loriculus,
paplor1,charmosyna,
papnee1,mearnsia,
papnig1,eurostopodus,
pappar1,erythrura,
pappit1,erythropitta,
papscr1,sericornis,
papscr2,drymodes,
papswi1,aerodramus,
paptho1,acanthiza,
paptre1,cormobates,
papwhi1,androphobus,
paqthr1,cinclosoma,
parant1,formicivora,
parant2,cercomacroides,
parauk,aethia,
parcro1,lycocorax,
parcro2,loxia,
pardus2,nephelornis,
parfog1,automolus,
parhem1,kleinothraupis,
parjac1,galbula,
parjae,stercorarius,
parpar2,psephotus,
parpet1,procellaria,
parpig1,geophaps,
parpip1,anthus,
parred1,myioborus,
parrif1,ptiloris,
parsee1,catamenia,
parshe1,tadorna,
parspi1,cranioleuca,
parswi1,chaetura,
partan1,tangara,
partap1,scytalopus,
partap2,scytalopus,
parwar1,phylloscopus,
parwea1,anomalospiza,
pasbab1,zosterornis,
pasbab2,zosterornis,
pasfin1,phrygilus,
pasfly,empidonax,
pasmar1,riparia,
pasowl2,otus,
pasowl3,otus,
pasowl4,megascops,
paspig,ectopistes,
patbar1,threnetes,
patcan2,pseudasthenes,
patfly1,todirostrum,
patmoc1,mimus,
patpar1,psittacella,
pattin1,tinamotis,
pattyr2,colorhamphus,
pattyr3,inezia,
patwrb1,spelaeornis,
pavcuc1,dromococcyx,
pavpig2,patagioenas,
pavque1,pharomachrus,
pavthr1,turdus,
pawind1,vidua,
pawsta1,onychognathus,
pawtru2,psophia,
payfin1,sicalis,
payrob1,tregellasia,
paywar1,calamonastides,
pbbeat1,meropogon,
pbgdov1,columbina,
pbipig1,ducula,
pbmtou1,andigena,
pbqdov1,zentrygon,
pbtman1,neopelma,
pcttyr1,anairetes,
peaant1,megastictus,
peacoq1,lophornis,
peadov1,geopelia,
peakit1,gampsonyx,
peapar1,pyrrhura,
peatre1,margarornis,
pebcon1,conirostrum,
pebcuc1,coccyzus,
pebfin1,acanthidops,
pebsee1,sporophila,
pebswa1,hirundo,
pecant1,herpsilochmus,
pecpip,anthus,
pecsan,calidris,
pecspa1,arremon,
pedlau1,pterorhinus,
pedowl1,strix,
pedpet1,pelecanoides,
pedsno1,montifringilla,
pedtit1,poecile,
peethr1,margarops,
peflov,agapornis,
pefowl1,scotopelia,
pefpar1,eupsittula,
pegpig1,treron,
peipig1,ducula,
pelcor,urile,
pemsun2,cinnyris,
pepcis1,cisticola,
pepowl1,glaucidium,
peptyr1,atalotriccus,
perant1,grallaricula,
perboo1,sula,
perfal,falco,
perfog1,automolus,
permar1,progne,
permea1,leistes,
permet1,metallura,
pernut1,sitta,
perpel1,pelecanus,
perpie1,phlogophilus,
perpig2,patagioenas,
perpla1,phytotoma,
perpyo1,glaucidium,
perrec1,syndactyla,
persco1,megascops,
perscr1,sericornis,
pershe1,puffinus,
pershe2,thaumastura,
pertap1,scytalopus,
perter2,sternula,
perthi1,asthenes,
pertyr1,zimmerius,
perwaa1,hypocnemis,
perwre1,cinnycerthia,
pesfin1,phrygilus,
pesowl1,glaucidium,
pesowl2,otus,
pespar1,psittrichas,
petcus1,campephaga,
petkne1,burhinus,
pettwi1,hypargos,
pettyr1,hemitriccus,
peweye1,zosterops,
pewnig1,caprimulgus,
pfbwar1,urosphena,
pfrpar1,pyrrhura,
phaino,phainopepla,
phbfin1,atlapetes,
phbwar1,horornis,
phcdov1,macropygia,
phecou2,centropus,
phecuc1,dromococcyx,
pheowl1,bubo,
pheowl2,bubo,
phepig1,otidiphaps,
phfdov1,ptilinopus,
phgsta1,hylopsar,
phhcuc1,hierococcyx,
phibul1,hypsipetes,
phicoc1,cacatua,
phicou1,centropus,
phidrc1,surniculus,
phiduc1,anas,
phifab1,irena,
phifal1,microhierax,
phifro1,batrachostomus,
phihae1,nisaetus,
phihao1,ninox,
phihap1,loriculus,
phikin1,ceyx,
philea1,chloropsis,
phimar1,copsychus,
phinee1,mearnsia,
phinig1,caprimulgus,
phiori1,oriolus,
phipar1,alectoris,
phipif1,rhipidura,
phipig1,ducula,
phiswi1,aerodramus,
phitai1,orthotomus,
phitro1,harpactes,
phivir,vireo,
phiwoo1,yungipicus,
phiwoo3,yungipicus,
phlwar1,phylloscopus,
phopet1,pterodroma,
phseag1,spilornis,
phsowl1,otus,
phtjac1,hydrophasianus,
piapia1,ptilostomus,
pibgre,podilymbus,
piblar1,spizocorys,
piblar3,calendulauda,
pibpar1,erythrura,
pibpel1,pelecanus,
pibros2,carpodacus,
pibtan1,chlorospingus,
picdov1,reinwardtoena,
picmun1,heteromunia,
picpig2,patagioenas,
pictyr1,ochthoeca,
pieavo1,recurvirostra,
piebar1,tricholaema,
piebus1,saxicola,
piebut1,cracticus,
piecor1,phalacrocorax,
piecou1,centropus,
piecro1,corvus,
piecuc1,clamator,
piecur1,strepera,
piecus1,coracina,
pieduc1,malacorhynchus,
piefal2,microhierax,
piefan1,rhipidura,
piegos1,accipiter,
piehar1,circus,
pieher2,egretta,
piehon1,certhionyx,
piekin1,ceryle,
pielap1,vanellus,
piemon1,arses,
pieoys1,haematopus,
piepuf1,notharchus,
piesti1,himantopus,
piethr1,geokichla,
pietri1,lalage,
piewhe1,oenanthe,
pifgoo,anser,
pifpuf1,dryoscopus,
pifshe,ardenna,
pigdov1,columbina,
piggui,cepphus,
pihduc1,rhodonessa,
pihwar1,cardellina,
piipig1,ducula,
piipig2,ducula,
piisha1,phalacrocorax,
pilfin1,coryphospingus,
pilfly1,xenotriccus,
pilgra1,acrobatornis,
pilotb1,pycnoptilus,
pilwoo,dryocopus,
pinbit1,botaurus,
pinbun,emberiza,
pincoc1,lophochroa,
pinfly1,empidonax,
pingro,pinicola,
pinhae1,nisaetus,
pinjay,gymnorhinus,
pinpig2,nesoenas,
pinpig3,treron,
pinrob1,petroica,
pinsis,spinus,
pinspi1,synallaxis,
pinwar,setophaga,
pipcis2,cisticola,
pipcro1,corvus,
piphor1,bycanistes,
pipipi1,mohoua,
pipplo,charadrius,
pirfly1,legatus,
pirros1,carpodacus,
pirwar1,basileuterus,
pirwar2,acrocephalus,
pitbec1,pachyramphus,
pitbri1,heliodoxa,
pitman1,ilicura,
pitpar1,erythrura,
pitpig1,treron,
pitsan1,pterocles,
pitsni,gallinago,
pittwi1,hypargos,
pitwhy,vidua,
piwswa1,hirundo,
piwtyr1,fluvicola,
plaant1,dysithamnus,
plabuh1,amaurornis,
placha,ortalis,
placuc1,cacomantis,
placuc3,cacomantis,
plaflo1,dicaeum,
plaflo2,dicaeum,
plager1,gerygone,
plagre2,eurillas,
plaher1,phaethornis,
plahon1,pycnopygius,
plamar1,riparia,
planig1,caprimulgus,
plapar1,brotogeris,
plapig,patagioenas,
plapri1,prinia,
plarai1,aramidopsis,
plasla1,thamnophilus,
plasof1,thripophaga,
plasun1,anthreptes,
plaswi1,apus,
platap1,scytalopus,
platyr1,inezia,
platyr2,phyllomyias,
plawan1,pedionomus,
plawoo1,dendrocolaptes,
plawre1,cantorchilus,
plawre3,cantorchilus,
plaxen1,xenops,
plbant1,grallaria,
plbeme1,chrysuronia,
plbpic1,picumnus,
plbpip1,anthus,
plbspa1,passer,
plbsun1,anthreptes,
plbthr2,turdus,
plbwoo1,dendrocincla,
plcela1,elaenia,
plcgrt1,muscisaxicola,
