ebird2021,bird_genera,comment
tahrai1,gallirallus,
tahrew1,acrocephalus,
tahswa2,alopochelidon,
taibap1,bambusicola,
taibar1,actinodura,
taibar2,psilopogon,
taibeg1,anser,
taibuw1,locustella,
taifal1,falco,
taifis1,lanius,
taifly1,ficedula,
taiful1,fulvetta,
taihwa1,garrulax,
taipar1,arborophila,
taiscb1,pomatorhinus,
taithr1,turdus,
taiwrb1,pnoepyga,
taiyuh1,yuhina,
takahe2,porphyrio,
takahe3,porphyrio,
talbuh1,amaurornis,
talkin1,todiramphus,
talowl1,tyto,
talrai1,gymnocrex,
tamcon1,conirostrum,
tamcro,corvus,
tamdov1,turtur,
tancoc1,cacatua,
tancud1,macropygia,
tanfin1,oreothraupis,
tangrd1,alopecoenas,
tanhen1,tribonyx,
tanmaw1,ploceus,
tanscr1,megapodius,
tansee1,crithagra,
tansta1,aplonis,
tapowl1,glaucidium,
tarbab1,rhopophilus,
tarcis1,cisticola,
tarhor1,penelopides,
tartyr1,phyllomyias,
tasbla,agelaius,
tasscr1,sericornis,
tastho1,acanthiza,
tatdot1,oreopholus,
tatlea1,sclerurus,
tatspi1,sylviorthorhynchus,
tattin1,crypturellus,
tattou1,selenidera,
tawant1,grallaria,
taweag1,aquila,
tawfro1,podargus,
tawgra2,cincloramphus,
tawgra3,cincloramphus,
tawlar1,galerida,
tawowl1,strix,
tawowl3,strix,
tawpip1,anthus,
tawqua1,odontophorus,
tawstr1,timeliopsis,
tawwoo1,dendrocincla,
tbgdov1,alopecoenas,
tbgpig2,trugon,
tbsfin1,sporophila,
tbwbab1,spelaeornis,
tebfin1,atlapetes,
tembab1,pellorneum,
temcou1,cursorius,
temlar1,eremophila,
temsee1,sporophila,
temsti,calidris,
temsun1,aethopyga,
temtra1,tragopan,
temwhi1,pachycephala,
tenswi1,collocalia,
tenwar,leiothlypis,
tepant1,myrmothera,
tepgol1,polytmus,
tepgre1,vireo,
teppar1,nannopsittaca,
tepred1,myioborus,
tepspi1,cranioleuca,
tepswi1,streptoprocne,
teptin1,crypturellus,
tepwre1,troglodytes,
terbro1,phyllastrephus,
tersan,xenus,
tesfly1,fraseria,
thamno2,thamnornis,
thbcou1,rhinoptilus,
thbcuc1,pachycoccyx,
thbeup1,euphonia,
thbflo1,dicaeum,
thbflo3,dicaeum,
thbgra1,amytornis,
thbgra4,amytornis,
thbhon1,indicator,
thbkin,tyrannus,
thblar1,ramphocoris,
thbmin1,geositta,
thbmur,uria,
thbpar,rhynchopsitta,
thbpig1,treron,
thbplo1,charadrius,
thbrav1,corvus,
thbros1,carpodacus,
thbsal1,saltator,
thbsee1,crithagra,
thbsis1,spinus,
thbspi1,arachnothera,
thbvir,vireo,
thbvir2,vireo,
thbwar1,arundinax,
thbwar2,basileuterus,
thelar1,galerida,
thiant1,myrmothera,
thitin1,crypturellus,
thlant2,myrmothera,
thlant3,myrmothera,
thlsch2,schiffornis,
thlsch3,schiffornis,
thlsch4,schiffornis,
thlsch7,schiffornis,
thlsch8,schiffornis,
thlwre1,campylorhynchus,
thrbab1,illadopsis,
thrnig1,luscinia,
thsfly2,conopias,
thshem1,microspingus,
thstch1,tchagra,
thswar1,basileuterus,
thswar2,basileuterus,
thswar5,basileuterus,
thswar9,basileuterus,
thtjac1,jacamaralcyon,
thtpar1,cholornis,
thtray1,aphrastura,
thwbel,procnias,
tibbab1,pterorhinus,
tibbla1,turdus,
tibbun1,emberiza,
tibfly2,cyornis,
tibfly3,cyornis,
tibfly4,cyornis,
tiblar1,melanocorypha,
tibpar1,perdix,
tibros1,carpodacus,
tibsan1,syrrhaptes,
tibser1,spinus,
tibsno1,tetraogallus,
tibsno2,montifringilla,
ticdor1,pseudocolopteryx,
ticthr1,turdus,
tigshr1,lanius,
tiipig1,ducula,
tildac1,xenodacnis,
tilwar1,phylloscopus,
tilwar2,phylloscopus,
timbus1,saxicola,
timcud1,macropygia,
timfri1,philemon,
timgrp1,treron,
timori1,oriolus,
timspa4,padda,
timstu1,urosphena,
timwhe1,heleia,
timwre1,thryorchilus,
tincis1,cisticola,
tincis3,cisticola,
tingre1,phyllastrephus,
tinhaw1,accipiter,
tinmon1,monarcha,
tinsun2,cinnyris,
titber1,oreocharis,
titgre1,rollandia,
tithyl1,pholidornis,
titman1,tyranneutes,
tobcat2,scenopoeetes,
tobhum1,androdon,
tobpig1,didunculus,
tobwre1,odontorchilus,
tocspa1,arremonops,
toctou1,ramphastos,
todant1,herpsilochmus,
todmot1,hylomanes,
todsir1,sirystes,
toghao1,ninox,
togwhe1,zosterops,
tolblo1,anthocephala,
toldov1,leptotila,
tomtit1,petroica,
tonwhi1,pachycephala,
toogre1,phyllastrephus,
toppig1,lopholaimus,
topwhy1,vidua,
torcro2,corvus,
torcro3,corvus,
torduc1,merganetta,
torfly1,monachella,
torimp1,ducula,
torimp2,ducula,
torlar1,grallina,
torsco1,otus,
tortyr1,serpophaga,
toubar1,semnornis,
tousun1,heliangelus,
towshe1,puffinus,
towshe2,puffinus,
towshe3,puffinus,
towsol,myadestes,
towwar,setophaga,
tracha1,emarginata,
trbfin1,atlapetes,
trbhor1,tockus,
tremar2,petrochelidon,
trepip,anthus,
treswa,tachycineta,
tribla,agelaius,
tribrf1,atlapetes,
tribun1,emberiza,
tricis1,cisticola,
trieup1,euphonia,
triher,egretta,
trimoo2,gallinula,
trimoo3,gallinula,
trimot1,momotus,
trimun,lonchura,
tripar1,erythrura,
tripet1,pterodroma,
trista1,onychognathus,
tritap1,scytalopus,
trithr1,turdus,
triwar1,curruca,
trobou1,laniarius,
trobou2,laniarius,
trogna1,polioptila,
trogna2,polioptila,
trokin,tyrannus,
tromoc,mimus,
tropar,setophaga,
tropew1,contopus,
tropew2,contopus,
tropig1,columba,
trosee1,sporophila,
troshe1,puffinus,
troshe4,puffinus,
trpgua1,pipile,
trsowl,megascops,
trspet,hydrobates,
trufin2,bucanetes,
truhor1,bycanistes,
truman1,phonygammus,
trumon1,metabolus,
truswa,cygnus,
truter,sterna,
trweye1,rukia,
tsasun1,cinnyris,
tsctap1,scytalopus,
tsiwor1,mentocrex,
tuasan1,prosobonia,
tubmot1,eumomota,
tucpar1,amazona,
tufant1,mackenziaena,
tufcoq1,lophornis,
tufduc,aythya,
tuffly,mitrephanes,
tufjay1,cyanocorax,
tufpuf,fratercula,
tuftit,baeolophus,
tugjay1,podoces,
tui1,prosthemadera,
tuipar1,brotogeris,
tulwoo1,campethera,
tumfin1,poospiza,
tumhum1,thaumasius,
tumspa1,rhynchospiza,
tumswa1,tachycineta,
tumtyr2,tumbezia,
tunbeg1,anser,
tunswa,cygnus,
tuqdov1,zentrygon,
turbou1,laniarius,
turcot1,cotinga,
turdac1,dacnis,
turere1,eremomela,
turjay1,cyanolyca,
turpar1,neophema,
turtan1,tangara,
turvul,cathartes,
turwar1,acrocephalus,
tutbar1,psilopogon,
tutpuf1,eriocnemis,
tutspi1,leptasthenura,
tuttyr1,anairetes,
twbplo1,charadrius,
twbwar1,myiothlypis,
twbwar2,myiothlypis,
twite1,linaria,
twwbop1,seleucidis,
tylvan1,tylas,
tylwar1,phylloscopus,
tyrmet1,metallura,
tyrwoo1,dendrocincla,
uapmon1,pomarea,
udzpar1,xenoperdix,
udzpar2,xenoperdix,
ugawow1,phylloscopus,
ulahaw,ciridops,
ultfly1,ficedula,
ultgro1,cyanoloxia,
ultkin1,todiramphus,
ultlor1,vini,
ulubus1,malaconotus,
unafly1,myiophobus,
undant1,grallaria,
undant2,frederickena,
undtin1,crypturellus,
uniant1,myrmotherula,
uniant2,thamnophilus,
unibla2,agelasticus,
unicra1,amaurolimnas,
unifin1,haplospiza,
unijay1,aphelocoma,
uniswi1,aerodramus,
unitap1,scytalopus,
unithr1,turdus,
unitre1,thripadectes,
uniwoo1,hylexetastes,
unstit1,uromyias,
upcwar1,hippolais,
uplant1,thamnophilus,
uplbuz1,buteo,
uplgoo1,chloephaga,
uplpip1,anthus,
uplsan,bartramia,
upmtap1,scytalopus,
uraowl1,strix,
urityr1,phyllomyias,
urssun2,cinnyris,
usaaka1,sheppardia,
usabul1,phyllastrephus,
usahyl1,hyliota,
usathr1,turdus,
usawea1,ploceus,
useowl1,bubo,
ussfly1,bradornis,
uswowl1,aegolius,
uvbsun1,anthreptes,
vabtyr1,phylloscartes,
vadvan1,xenopirostris,
vahsun1,leptocoma,
vanfly1,myiagra,
vanmon1,mayrornis,
vanscr1,megapodius,
vanwhe1,zosterops,
varant1,thamnophilus,
varant2,grallaria,
varbun,passerina,
varcha1,ortalis,
varcha3,ortalis,
vardwk1,ceyx,
vardwk11,ceyx,
vardwk12,ceyx,
vardwk13,ceyx,
vardwk14,ceyx,
vardwk15,ceyx,
vardwk2,ceyx,
vardwk4,ceyx,
vardwk5,ceyx,
vardwk6,ceyx,
vardwk7,ceyx,
vardwk8,ceyx,
vardwk9,ceyx,
varfai1,malurus,
varfai5,malurus,
varfly,empidonomus,
vargos1,accipiter,
varhon1,gavicalis,
varind1,vidua,
varlau1,trochalopteron,
varlor1,psitteuteles,
varoys1,haematopus,
varpic1,picumnus,
varpit2,pitohui,
varpit3,pitohui,
varpit4,pitohui,
varsch1,schiffornis,
varsee3,sporophila,
varsit1,daphoenositta,
varsit8,daphoenositta,
varsol1,myadestes,
varsun2,cinnyris,
varthr,ixoreus,
vartin1,crypturellus,
vartit1,sittiparus,
vartit2,sittiparus,
vartit3,sittiparus,
vartit4,sittiparus,
vartri1,lalage,
vartri3,lalage,
varwhe1,oenanthe,
vaspar1,coracopsis,
vauswi,chaetura,
vddhor1,tockus,
vebbri1,heliodoxa,
vebtyr1,knipolegus,
vebtyr2,phylloscartes,
veeowl1,bubo,
veery,catharus,
vefeup1,euphonia,
vefgra1,lampropsar,
vefnut1,sitta,
vefowl1,scotopelia,
vegfin2,platyspiza,
veggul1,larus,
vehpar1,loriculus,
velasi1,philepitta,
veldov1,ptilinopus,
vemdro1,dicrurus,
vemdro5,dicrurus,
vemdro6,dicrurus,
venflo1,diglossa,
venfly1,myiarchus,
venpet1,pterodroma,
vensyl1,aglaiocercus,
ventro1,icterus,
venwoq1,odontophorus,
vepcor1,boissonneaua,
verbar1,eubucco,
verbat1,batis,
vercar1,cardinalis,
vercou1,coua,
verdin,auriparus,
vereag1,aquila,
vereme1,chrysuronia,
verfly,pyrocephalus,
verfly1,pyrocephalus,
verfly4,eumyias,
verfly7,pyrocephalus,
verfly8,pyrocephalus,
verhum1,mellisuga,
verman1,anthracothorax,
verpar1,tetraophasis,
versco2,megascops,
versco5,megascops,
vertan1,calochaetes,
vesowl,megascops,
vesspa,pooecetes,
vibhum1,chlorestes,
vibhyl1,hyliota,
vibspa1,accipiter,
vibsta2,cinnyricinclus,
vibsta3,acridotheres,
vibsun2,cinnyris,
vichum,leucolia,
vichum1,goldmania,
vichum2,sternoclyta,
vicpig1,goura,
vicrif1,ptiloris,
vicwoo2,thalurania,
viebar1,lybius,
viecut1,cutia,
viegre2,chloris,
viewax1,granatina,
viewea1,ploceus,
vifbri1,heliodoxa,
vigswa,tachycineta,
vihhum1,klais,
vilbrf1,atlapetes,
vilind,vidua,
viltap1,scytalopus,
vilthi2,asthenes,
vilthi3,asthenes,
vilwea1,ploceus,
vimwea1,ploceus,
vinbun1,emberiza,
vindov1,streptopelia,
vinlor1,eos,
vinpar1,amazona,
vinros2,carpodacus,
vinros3,carpodacus,
viocou1,centropus,
viocuc1,chrysococcyx,
vioeup1,euphonia,
viojay1,cyanocorax,
viosab1,campylopterus,
viotro2,trogon,
viotro3,trogon,
viotur1,musophaga,
viowoo1,phoeniculus,
viowoo3,phoeniculus,
viqdov1,geotrygon,
virdac1,dacnis,
virmet1,metallura,
virrai,rallus,
virrai1,rallus,
virwar,leiothlypis,
visblf1,rhipidura,
visbro1,sarcophanops,
visbul1,hypsipetes,
visfan1,rhipidura,
vispyb1,dasycrotapha,
viswar1,cryptillas,
vitmet1,metallura,
vitpar1,sinosuthora,
vitsta1,coeligena,
vitsun1,anthreptes,
vitsyl1,aglaiocercus,
vitwar1,setophaga,
vivnil1,niltava,
vogbow2,amblyornis,
vogmel1,melidectes,
vogscr1,sericornis,
vogwhi1,pachycephala,
volhum1,selasphorus,
voljun1,junco,
volswi1,aerodramus,
vosbop1,lophorina,
vulgui1,acryllium,
vulpar1,pyrilia,
wafdov1,ptilinopus,
waheag3,hieraaetus,
wahhon1,prodotiscus,
wahpar1,parotia,
wahpar2,loriculus,
waicis1,cisticola,
waicis2,cisticola,
wairai1,gallirallus,
wakmyz1,myzomela,
walcus1,coracina,
waldra1,geronticus,
waldro1,dicrurus,
walfai1,sipodotus,
walhae1,nisaetus,
wallcr1,tichodroma,
walsta1,onychognathus,
walsta2,semioptera,
walwhi1,pachycephala,
wanalb,diomedea,
wanalb2,diomedea,
wanalb3,diomedea,
wanalb5,diomedea,
wantat1,tringa,
waonig1,aegotheles,
wardor1,pseudocolopteryx,
warfin1,certhidea,
warfly1,pseudobias,
warlin1,linaria,
wartro1,harpactes,
warvir,vireo,
warwhe1,zosterops,
washon1,melipotes,
wasowl1,otus,
watant1,grallaria,
watbro1,sarcophanops,
watbrt1,aepypodius,
watcra2,bugeranus,
watcur1,crax,
waterc1,gallicrex,
watgua1,aburria,
watibi1,bostrychia,
watjac1,jacana,
watkne1,burhinus,
watlap1,vanellus,
watpip1,anthus,
watplo1,eulacestoma,
watrai1,rallus,
watsta1,creatophora,
watswi1,hydrochous,
wavalb,phoebastria,
wavwoo1,celeus,
wawduc1,dendrocygna,
wawwhe1,zosterops,
wbbfly1,cyornis,
wbbrob1,tarsiger,
wbbwea1,bubalornis,
wbcfly1,elminia,
wbctyr1,ochthoeca,
wbffly1,fraseria,
wbgbir1,corythaixoides,
wbgdov1,alopecoenas,
wbgtyr1,muscisaxicola,
wbhori1,oriolus,
wbipig1,ducula,
wbmgem1,lampornis,
wbnher1,gorsachius,
wbopar1,cicinnurus,
wbptyr1,myiornis,
wbrcha1,cossyphicula,
wbrcha2,cossypha,
wbsbab1,pomatorhinus,
wbsbab2,pteruthius,
wbseag1,haliaeetus,
wbspet1,fregetta,
wbswea1,plocepasser,
wbtfan1,rhipidura,
wbtspi1,leptasthenura,
wbtwar1,leptopoecile,
wbwbab1,stachyris,
wbweye1,zosterops,
wbwwre1,henicorhina,
wcfdov1,ptilinopus,
wcfgle1,anabazenops,
wcptit1,remiz,
wcrcha1,cossypha,
wcttyr1,poecilotriccus,
wcweye1,zosterops,
weawae1,platysteira,
webcuc1,chrysococcyx,
webhum2,schistes,
webhum3,schistes,
webwar1,phylloscopus,
webwoo1,glyphorynchus,
weclew1,phylloscopus,
wecpig1,goura,
wecsun1,aethopyga,
wectan1,calyptophilus,
weebil1,smicrornis,
wefgle1,automolus,
wegdov1,alopecoenas,
wegspa1,melozone,
weiwoo1,melanerpes,
weka1,gallirallus,
welswa1,hirundo,
wemcha1,ortalis,
wemhar1,circus,
wenher1,gorsachius,
weowar1,iduna,
weowar2,curruca,
wepdov1,zenaida,
werher,egretta,
wermar2,pseudochelidon,
wesant1,thamnophilus,
wesbeg1,criniger,
wesblu,sialia,
wesblu1,spermophaga,
wesbow1,chlamydera,
wesbri1,dasyornis,
wescap1,tetrao,
wescit1,crithagra,
wescor1,cacatua,
weseme1,chlorostilbon,
wesger1,gerygone,
wesgre,aechmophorus,
wesgul,larus,
weskin,tyrannus,
wesmea,sturnella,
wesmog1,arizelocichla,
wesowl1,megascops,
wespar1,parotia,
wespet1,procellaria,
wesple1,crinifer,
wespuf1,nystalus,
wesros1,platycercus,
wessan,calidris,
wesspi,spindalis,
wesspi1,acanthorhynchus,
westan,piranga,
westho1,acanthiza,
westin1,pogoniulus,
westra1,tragopan,
weswah1,foulehaio,
weswhi1,psophodes,
weswhi2,pachycephala,
weswhi4,psophodes,
weteag1,aquila,
wetfig1,sphecotheres,
wethil1,oreotrochilus,
wetjer2,hartertula,
wetpig1,treron,
wetsab2,pampa,
wetsab3,pampa,
wetshe,ardenna,
wettyr1,hemitriccus,
wewpew,contopus,
weywea1,ploceus,
wfbcha1,oenanthe,
wfbeat1,merops,
wfcdov1,turacoena,
wfgtyr1,muscisaxicola,
wfqdov,geotrygon,
wfqdov1,zentrygon,
wfsowl2,otus,
wfspet,pelagodroma,
wfwduc1,dendrocygna,
wfweye1,platysteira,
whbant1,myrmeciza,
whbant2,biatas,
whbant3,grallaria,
whbant4,myrmoderus,
whbant5,rhegmatorhina,
whbant6,myrmoborus,
whbant7,hylopezus,
whbbab1,stachyris,
whbbab2,stachyris,
whbbab3,pomatostomus,
whbbla2,leistes,
whbblt1,melaniparus,
whbbul2,pycnonotus,
whbbus2,eupodotis,
whbbus4,saxicola,
whbcan1,crithagra,
whbcha1,ortalis,
whbcha2,myrmecocichla,
whbcin1,cinclodes,
whbcon1,conirostrum,
whbcou1,centropus,
whbcou3,centropus,
whbcra1,poliolimnas,
whbcro2,sylvietta,
whbcus1,coracina,
whbcus2,coracina,
whbcus4,coracina,
whbdac1,dacnis,
whbdro1,dicrurus,
whbduc1,thalassornis,
whbeme1,chlorestes,
whbfan1,rhipidura,
whbfan2,rhipidura,
whbfin1,atlapetes,
whbflo1,dicaeum,
whbfly1,phelpsia,
whbfog1,anabacerthia,
whbfrd1,ptilinopus,
whbful1,fulvetta,
whbgre1,criniger,
whbgua1,penelope,
whbgui1,agelastes,
whbhaw2,leucopternis,
whbhel1,oxypogon,
whbher1,phaethornis,
whbher2,ardea,
whbher3,phaethornis,
whbhum1,elliotomyia,
whbkin1,corythornis,
whblau1,pterorhinus,
whbman1,manacus,
whbman2,corapipo,
whbmes2,mesitornis,
whbmin2,pericrocotus,
whbmin3,pericrocotus,
whbmoc1,mimus,
whbmon1,symposiachrus,
whbmou1,colius,
whbmun1,lonchura,
whbneg2,nigrita,
whbnot1,nothura,
whbnut,sitta,
whbnut1,sitta,
whbowl1,athene,
whbpar1,pionites,
whbpic1,picumnus,
whbpic2,picumnus,
whbpic3,sasia,
whbpig1,treron,
whbpit1,pseudorectes,
whbpur1,iodopleura,
whbred1,luscinia,
whbrob1,eopsaltria,
whbrob2,poecilodryas,
whbros1,carpodacus,
whbscr1,sericornis,
whbscr3,sericornis,
whbsee1,sporophila,
whbsee2,attagis,
whbsha1,copsychus,
whbsho1,sholicola,
whbsho12,brachypteryx,
whbsho3,sholicola,
whbsho4,brachypteryx,
whbsho5,brachypteryx,
whbsho6,brachypteryx,
whbspi1,mazaria,
whbspi2,hellmayrea,
whbsta1,onychognathus,
whbsun2,cinnyris,
whbswa2,atticora,
whbswa3,cheramoeca,
whbtai1,orthotomus,
whbtan1,neothraupis,
whbtap1,eleoscytalopus,
whbtap2,scytalopus,
whbthr1,ramphocinclus,
whbthr2,turdus,
whbtit4,poecile,
whbtit5,melaniparus,
whbtot1,hemitriccus,
whbtre1,dendrocitta,
whbtre2,climacteris,
whbtri1,lalage,
whbtyr1,mecocerculus,
whbtyr2,serpophaga,
whbvul1,gyps,
whbwag1,motacilla,
whbwar2,myiothlypis,
whbwat1,amaurornis,
whbwea1,dinemellia,
whbwhe1,heleia,
whbwhe3,zosterops,
whbwhi1,pachycephala,
whbwhi2,pachycephala,
whbwoo1,dendrocopos,
whbwoo2,dryocopus,
whbwoo4,artamus,
whbwoo5,artamus,
whbwoo6,chaetocercus,
whbwoo7,piculus,
whbwoo8,artamus,
whbwre1,uropsila,
whbyuh1,erpornis,
whcalb1,thalassarche,
whcale1,chamaetylas,
whcant1,gymnopithys,
whcbab1,pellorneum,
whcbar1,psilopogon,
whcbit1,tigriornis,
whcbla1,turdus,
whcbul1,pyrrhula,
whcbul2,pycnonotus,
whccoq1,lophornis,
whccot1,zaratornis,
whcdip1,cinclus,
whcela1,elaenia,
whcela4,elaenia,
whceme1,chrysuronia,
whcfor1,enicurus,
whcfor3,enicurus,
whcgua1,penelope,
whchon2,phylidonyris,
whchor2,berenicornis,
whchor3,horizocerus,
whcjac1,galbula,
whcjay2,cyanolyca,
whckit1,leptodon,
whckoe1,cacomantis,
whclau1,pterorhinus,
whclau2,garrulax,
whcman1,manacus,
whcman2,pseudopipra,
whcmon1,monarcha,
whcmon2,symposiachrus,
whcmun1,lonchura,
whcmyz1,myzomela,
whcnut1,sitta,
whcoli1,nesocharis,
whcpar,pionus,
whcpar1,arborophila,
whcpet1,procellaria,
whcpig1,columba,
whcpig2,patagioenas,
whcpin,anas,
whcpri2,schistolais,
whcpuf1,malacoptila,
whcred1,phoenicurus,
whcsap1,chlorestes,
whcsee,sporophila,
whcsee1,sporophila,
whcsee2,sporophila,
whcshr1,eurocephalus,
whcspa,zonotrichia,
whcspa1,platyrinchus,
whcsta1,spodiopsar,
whcsta2,grafisia,
whcsta3,lamprotornis,
whcswi,streptoprocne,
whcswi1,cypseloides,
whcswi2,cypseloides,
whctan1,sericossypha,
whctap1,scytalopus,
whcter1,sterna,
whcthi1,asthenes,
whcthr1,turdus,
whctin1,pogoniulus,
whctit1,aegithalos,
whctur1,tauraco,
whctur2,tauraco,
whctyr1,serpophaga,
whcwoo1,dendrocincla,
whcyuh1,parayuhina,
wheant1,epinecrophylla,
whebar1,stactolaema,
whebul1,pycnonotus,
whebuz1,butastur,
whecat1,ailuroedus,
whecon1,conirostrum,
whedov1,phapitreron,
wheduc1,aythya,
whegul2,ichthyaetus,
whehon1,nesoptilotis,
whehum,basilinna,
wheimp1,ducula,
wheimp2,ducula,
whejac1,galbalcyrhynchus,
whemon1,carterornis,
wheori1,icterus,
whepar2,psittacara,
whephe1,crossoptilon,
whepuf1,nystalus,
wherob1,pachycephalopsis,
whesib1,heterophasia,
wheslf1,melaenornis,
whesol1,entomodestes,
whesta2,aplonis,
whetai1,orthotomus,
whethr1,turdus,
whevir,vireo,
whfant1,formicivora,
whfant2,myrmotherula,
whfant4,formicivora,
whfant6,myrmotherula,
whfcha1,epthianura,
whfdov2,ptilinopus,
whffal1,microhierax,
whfher1,egretta,
whfhon1,purnella,
whfibi,plegadis,
whfman1,lepidothrix,
whfnun1,monasa,
whfnun2,hapaloptila,
whfpar1,amazona,
whfplo1,charadrius,
whfred1,myioborus,
whfred2,myioborus,
whfrob1,tregellasia,
whfsta2,sturnornis,
whfsun1,aethopyga,
whfswi1,cypseloides,
whfter1,sterna,
whftit2,sittiparus,
whfwoo1,melanerpes,
whgfly1,anthipes,
whghon1,stomiopera,
whgpig1,treron,
whhbab2,gampsorhynchus,
whhbar1,lybius,
whhbul1,hypsipetes,
whhduc1,oxyura,
whhlap1,vanellus,
whhmou1,colius,
whhmun1,lonchura,
whhpet1,pterodroma,
whhpig1,columba,
whhsaw1,psalidoprocne,
whhsta2,sturnia,
whhstd1,tachyeres,
whhvan1,artamella,
whhvul1,trigonoceps,
whhwoo,dryobates,
whhwoo1,phoeniculus,
whhwre1,campylorhynchus,
whiant1,myrmoderus,
whiauk,aethia,
whibel2,procnias,
whibro1,calyptomena,
whicis1,cisticola,
whicoc1,cacatua,
whieap2,crossoptilon,
whiflo1,dicaeum,
whifly1,myiobius,
whihaw1,pseudastur,
whihel1,prionops,
whiher1,syrigma,
whiibi,eudocimus,
whiimp1,ducula,
whikit1,haliastur,
whimbr,numenius,
whimbr3,numenius,
whimon1,xolmis,
whinch1,saxicola,
whipit1,erythropitta,
whispi1,arachnothera,
whisto1,ciconia,
whiswi1,aerodramus,
whiteh1,mohoua,
whiter,gygis,
whiter2,chlidonias,
whitre1,hemiprocne,
whitro1,harpactes,
whiwag,motacilla,
whiwar1,catharopeza,
whiwar2,phylloscopus,
whiwoo1,melanerpes,
whiwre1,pheugopedius,
whiyuh1,yuhina,
whlant1,myrmoborus,
whlant2,myrmothera,
whlgna2,polioptila,
whlgna3,polioptila,
whlhon1,territornis,
whlori1,oriolus,
whlspi1,synallaxis,
whltan1,tachyphonus,
whltyr1,ornithion,
whlwar1,myiothlypis,
whmant2,pithys,
whmbar1,capito,
whmtyr1,arundinicola,
whnbab1,stachyris,
whncra1,antigone,
whncro1,corvus,
whnfri1,philemon,
whnhaw2,buteogallus,
whnhon2,melithreptus,
whnhon3,melithreptus,
whnjac1,florisuga,
whnjay1,cyanocorax,
whnlau1,garrulax,
whnlor2,lorius,
whnmon1,carterornis,
whnmyn1,streptocitta,
whnpar1,pyrrhura,
whnpar2,arborophila,
whnpet,pterodroma,
whnpig1,columba,
whnpuf2,notharchus,
whnrav1,corvus,
whnrob1,turdus,
whnroc1,picathartes,
whnsee1,sporophila,
whnswi1,streptoprocne,
whnwoo1,chrysocolaptes,
whnxen1,xenopsaris,
whnyuh1,yuhina,
whocra,grus,
whoswa,cygnus,
whpant1,pithys,
whphon1,ptilotula,
whqbus1,eupodotis,
whrbab2,turdoides,
whrcha1,cossypha,
whrcus1,coracina,
whrfal1,polihierax,
whrfly,conopias,
whrhaw1,parabuteo,
whrkin1,caridonax,
whrman1,corapipo,
whrmon2,xolmis,
whrmun,lonchura,
whrnee1,zoonavena,
whrrob2,peneothello,
whrsan,calidris,
whrsee,crithagra,
whrsha,copsychus,
whrsha2,copsychus,
whrshr1,eurocephalus,
whrsir1,sirystes,
whrsno1,montifringilla,
whrswa1,tachycineta,
whrswi1,apus,
whrswi2,aerodramus,
whrtan1,cypsnagra,
whrtri1,lalage,
whrvul1,gyps,
whsant1,akletos,
whsant2,thamnophilus,
whsant4,dysithamnus,
whsblt1,melaniparus,
whsbul1,pycnonotus,
whsfai1,malurus,
whsflo1,diglossa,
whsflu1,sarothrura,
whsfri1,melitograis,
whshil1,oreotrochilus,
whshon1,trichodere,
whsibi1,pseudibis,
whsowl1,megascops,
whsrob1,pogonocichla,
whssta2,sturnia,
whstan1,loriotus,
whswar1,phylloscopus,
whswar2,myiothlypis,
whswoo1,lepidocolaptes,
whswoo2,dryobates,
whtant1,oneillornis,
whtant2,grallaria,
whtbab1,argya,
whtbar1,premnoplex,
whtblc1,calyptorhynchus,
whtbul1,alophoixus,
whtbus1,saxicola,
whtcac2,pseudoseisura,
whtcan1,crithagra,
whtcar1,phalcoboenus,
whtcis1,cisticola,
whtcot1,xipholena,
whtcra1,laterallus,
whtdip1,cinclus,
whtdov,leptotila,
whteag,haliaeetus,
whtear1,upucerthia,
whteme1,microchera,
whtfan1,rhipidura,
whtflo1,dicaeum,
whtfly1,empidonax,
whtfly2,cyornis,
whtfra2,campocolinus,
whtger1,gerygone,
whtgol1,polytmus,
whtgra1,amytornis,
whtgre2,phyllastrephus,
whtgre3,rollandia,
whthaw,geranoaetus,
whthaw1,buteo,
whthil2,urochroa,
whthil3,urochroa,
whthon1,melithreptus,
whthon2,lichmera,
whthor1,bycanistes,
whthum1,eupherusa,
whthum2,leucochloris,
whtior1,aegithina,
whtjac1,brachygalba,
whtjay1,cyanolyca,
whtjay2,cyanocorax,
whtkin1,tyrannus,
whtkin2,halcyon,
whtkit,elanus,
whtlap1,vanellus,
whtlar1,mirafra,
whtlau1,pterorhinus,
whtman1,corapipo,
whtmog2,lampornis,
whtmon1,symposiachrus,
whtmon2,symposiachrus,
whtnee,hirundapus,
whtnig1,hydropsalis,
whtnig3,eurostopodus,
whtnut1,sitta,
whtoxy1,oxylabes,
whtpew1,contopus,
whtpla1,phytotoma,
whtpta1,lagopus,
whtque1,pharomachrus,
whtrai1,dryolimnas,
whtred1,phoenicurus,
whtrob1,turdus,
whtrob2,myiomela,
whtrob3,irania,
whtsab1,campylopterus,
whtsco1,megascops,
whtsee1,sporophila,
whtshr1,lanioturdus,
whtsic1,eutoxeres,
whtspa,zonotrichia,
whtspa1,platyrinchus,
whtsta1,coeligena,
whtsto2,saxicola,
whtsun1,aglaeactis,
whtswa1,atticora,
whtswa2,hirundo,
whtswa3,hirundo,
whtswi,aeronautes,
whtswi1,aeronautes,
whttap1,scelorchilus,
