ebird2021,bird_families,comment
toubar1,semnornithidae,
tousun1,trochilidae,
towshe1,procellariidae,
towshe2,procellariidae,
towshe3,procellariidae,
towsol,turdidae,
towwar,parulidae,
tracha1,muscicapidae,
trbfin1,passerellidae,
trbhor1,bucerotidae,
tremar2,hirundinidae,
trepip,motacillidae,
treswa,hirundinidae,
tribla,icteridae,
tribrf1,passerellidae,
tribun1,emberizidae,
tricis1,cisticolidae,
trieup1,fringillidae,
triher,ardeidae,
trimoo2,rallidae,
trimoo3,rallidae,
trimot1,momotidae,
trimun,estrildidae,
tripar1,estrildidae,
tripet1,procellariidae,
trista1,sturnidae,
tritap1,rhinocryptidae,
trithr1,turdidae,
triwar1,sylviidae,
trobou1,malaconotidae,
trobou2,malaconotidae,
trogna1,polioptilidae,
trogna2,polioptilidae,
trokin,tyrannidae,
tromoc,mimidae,
tropar,parulidae,
tropew1,tyrannidae,
tropew2,tyrannidae,
tropig1,columbidae,
trosee1,thraupidae,
troshe1,procellariidae,
troshe4,procellariidae,
trpgua1,cracidae,
trsowl,strigidae,
trspet,hydrobatidae,
trufin2,fringillidae,
truhor1,bucerotidae,
truman1,paradisaeidae,
trumon1,monarchidae,
truswa,anatidae,
truter,laridae,
trweye1,zosteropidae,
tsasun1,nectariniidae,
tsctap1,rhinocryptidae,
tsiwor1,sarothruridae,
tuasan1,scolopacidae,
tubmot1,momotidae,
tucpar1,psittacidae,
tufant1,thamnophilidae,
tufcoq1,trochilidae,
tufduc,anatidae,
tuffly,tyrannidae,
tufjay1,corvidae,
tufpuf,alcidae,
tuftit,paridae,
tugjay1,corvidae,
tui1,meliphagidae,
tuipar1,psittacidae,
tulwoo1,picidae,
tumfin1,thraupidae,
tumhum1,trochilidae,
tumspa1,passerellidae,
tumswa1,hirundinidae,
tumtyr2,tyrannidae,
tunbeg1,anatidae,
tunswa,anatidae,
tuqdov1,columbidae,
turbou1,malaconotidae,
turcot1,cotingidae,
turdac1,thraupidae,
turere1,cisticolidae,
turjay1,corvidae,
turpar1,psittaculidae,
turtan1,thraupidae,
turvul,cathartidae,
turwar1,acrocephalidae,
tutbar1,megalaimidae,
tutpuf1,trochilidae,
tutspi1,furnariidae,
tuttyr1,tyrannidae,
twbplo1,charadriidae,
twbwar1,parulidae,
twbwar2,parulidae,
twite1,fringillidae,
twwbop1,paradisaeidae,
tylvan1,vangidae,
tylwar1,phylloscopidae,
tyrmet1,trochilidae,
tyrwoo1,furnariidae,
uapmon1,monarchidae,
udzpar1,phasianidae,
udzpar2,phasianidae,
ugawow1,phylloscopidae,
ulahaw,fringillidae,
ultfly1,muscicapidae,
ultgro1,cardinalidae,
ultkin1,alcedinidae,
ultlor1,psittaculidae,
ulubus1,malaconotidae,
unafly1,tyrannidae,
undant1,grallariidae,
undant2,thamnophilidae,
undtin1,tinamidae,
uniant1,thamnophilidae,
uniant2,thamnophilidae,
unibla2,icteridae,
unicra1,rallidae,
unifin1,thraupidae,
unijay1,corvidae,
uniswi1,apodidae,
unitap1,rhinocryptidae,
unithr1,turdidae,
unitre1,furnariidae,
uniwoo1,furnariidae,
unstit1,tyrannidae,
upcwar1,acrocephalidae,
uplant1,thamnophilidae,
uplbuz1,accipitridae,
uplgoo1,anatidae,
uplpip1,motacillidae,
uplsan,scolopacidae,
upmtap1,rhinocryptidae,
uraowl1,strigidae,
urityr1,tyrannidae,
urssun2,nectariniidae,
usaaka1,muscicapidae,
usabul1,pycnonotidae,
usahyl1,hyliotidae,
usathr1,turdidae,
usawea1,ploceidae,
useowl1,strigidae,
ussfly1,muscicapidae,
uswowl1,strigidae,
uvbsun1,nectariniidae,
vabtyr1,tyrannidae,
vadvan1,vangidae,
vahsun1,nectariniidae,
vanfly1,monarchidae,
vanmon1,monarchidae,
vanscr1,megapodiidae,
vanwhe1,zosteropidae,
varant1,thamnophilidae,
varant2,grallariidae,
varbun,cardinalidae,
varcha1,cracidae,
varcha3,cracidae,
vardwk1,alcedinidae,
vardwk11,alcedinidae,
vardwk12,alcedinidae,
vardwk13,alcedinidae,
vardwk14,alcedinidae,
vardwk15,alcedinidae,
vardwk2,alcedinidae,
vardwk4,alcedinidae,
vardwk5,alcedinidae,
vardwk6,alcedinidae,
vardwk7,alcedinidae,
vardwk8,alcedinidae,
vardwk9,alcedinidae,
varfai1,maluridae,
varfai5,maluridae,
varfly,tyrannidae,
vargos1,accipitridae,
varhon1,meliphagidae,
varind1,viduidae,
varlau1,leiothrichidae,
varlor1,psittaculidae,
varoys1,haematopodidae,
varpic1,picidae,
varpit2,oriolidae,
varpit3,oriolidae,
varpit4,oriolidae,
varsch1,tityridae,
varsee3,thraupidae,
varsit1,neosittidae,
varsit8,neosittidae,
varsol1,turdidae,
varsun2,nectariniidae,
varthr,turdidae,
vartin1,tinamidae,
vartit1,paridae,
vartit2,paridae,
vartit3,paridae,
vartit4,paridae,
vartri1,campephagidae,
vartri3,campephagidae,
varwhe1,muscicapidae,
vaspar1,psittaculidae,
vauswi,apodidae,
vddhor1,bucerotidae,
vebbri1,trochilidae,
vebtyr1,tyrannidae,
vebtyr2,tyrannidae,
veeowl1,strigidae,
veery,turdidae,
vefeup1,fringillidae,
vefgra1,icteridae,
vefnut1,sittidae,
vefowl1,strigidae,
vegfin2,thraupidae,
veggul1,laridae,
vehpar1,psittaculidae,
velasi1,philepittidae,
veldov1,columbidae,
vemdro1,dicruridae,
vemdro5,dicruridae,
venflo1,thraupidae,
venfly1,tyrannidae,
venpet1,procellariidae,
vensyl1,trochilidae,
ventro1,icteridae,
venwoq1,odontophoridae,
vepcor1,trochilidae,
verbar1,capitonidae,
verbat1,platysteiridae,
vercar1,cardinalidae,
vercou1,cuculidae,
verdin,remizidae,
vereag1,accipitridae,
vereme1,trochilidae,
verfly,tyrannidae,
verfly1,tyrannidae,
verfly4,muscicapidae,
verfly7,tyrannidae,
verfly8,tyrannidae,
verhum1,trochilidae,
verman1,trochilidae,
verpar1,phasianidae,
versco2,strigidae,
versco5,strigidae,
vertan1,thraupidae,
vesowl,strigidae,
vesspa,passerellidae,
vibhum1,trochilidae,
vibhyl1,hyliotidae,
vibspa1,accipitridae,
vibsta2,sturnidae,
vibsta3,sturnidae,
vibsun2,nectariniidae,
vichum,trochilidae,
vichum1,trochilidae,
vichum2,trochilidae,
vicpig1,columbidae,
vicrif1,paradisaeidae,
vicwoo2,trochilidae,
viebar1,lybiidae,
viecut1,leiothrichidae,
viegre2,fringillidae,
viewax1,estrildidae,
viewea1,ploceidae,
vifbri1,trochilidae,
vigswa,hirundinidae,
vihhum1,trochilidae,
vilbrf1,passerellidae,
vilind,viduidae,
viltap1,rhinocryptidae,
vilthi2,furnariidae,
vilthi3,furnariidae,
vilwea1,ploceidae,
vimwea1,ploceidae,
vinbun1,emberizidae,
vindov1,columbidae,
vinlor1,psittaculidae,
vinpar1,psittacidae,
vinros2,fringillidae,
vinros3,fringillidae,
viocou1,cuculidae,
viocuc1,cuculidae,
vioeup1,fringillidae,
viojay1,corvidae,
viosab1,trochilidae,
viotro2,trogonidae,
viotro3,trogonidae,
viotur1,musophagidae,
viowoo1,phoeniculidae,
viowoo3,phoeniculidae,
viqdov1,columbidae,
virdac1,thraupidae,
virmet1,trochilidae,
virrai,rallidae,
virrai1,rallidae,
virwar,parulidae,
visblf1,rhipiduridae,
visbro1,eurylaimidae,
visbul1,pycnonotidae,
visfan1,rhipiduridae,
vispyb1,zosteropidae,
viswar1,macrosphenidae,
vitmet1,trochilidae,
vitpar1,sylviidae,
vitsta1,trochilidae,
vitsun1,nectariniidae,
vitsyl1,trochilidae,
vitwar1,parulidae,
vivnil1,muscicapidae,
vogbow2,ptilonorhynchidae,
vogmel1,meliphagidae,
vogscr1,acanthizidae,
vogwhi1,pachycephalidae,
volhum1,trochilidae,
voljun1,passerellidae,
volswi1,apodidae,
vosbop1,paradisaeidae,
vulgui1,numididae,
vulpar1,psittacidae,
wafdov1,columbidae,
waheag3,accipitridae,
wahhon1,indicatoridae,
wahpar1,paradisaeidae,
wahpar2,psittaculidae,
waicis1,cisticolidae,
waicis2,cisticolidae,
wairai1,rallidae,
wakmyz1,meliphagidae,
walcus1,campephagidae,
waldra1,threskiornithidae,
waldro1,dicruridae,
walfai1,maluridae,
walhae1,accipitridae,
wallcr1,tichodromidae,
walsta1,sturnidae,
walsta2,paradisaeidae,
walwhi1,pachycephalidae,
wanalb,diomedeidae,
wanalb2,diomedeidae,
wanalb3,diomedeidae,
wanalb5,diomedeidae,
wantat1,scolopacidae,
waonig1,aegothelidae,
wardor1,tyrannidae,
warfin1,thraupidae,
warfly1,vangidae,
warlin1,fringillidae,
wartro1,trogonidae,
warvir,vireonidae,
warwhe1,zosteropidae,
washon1,meliphagidae,
wasowl1,strigidae,
watant1,grallariidae,
watbro1,eurylaimidae,
watbrt1,megapodiidae,
watcra2,gruidae,
watcur1,cracidae,
waterc1,rallidae,
watgua1,cracidae,
watibi1,threskiornithidae,
watjac1,jacanidae,
watkne1,burhinidae,
watlap1,charadriidae,
watpip1,motacillidae,
watplo1,eulacestomatidae,
watrai1,rallidae,
watsta1,sturnidae,
watswi1,apodidae,
wavalb,diomedeidae,
wavwoo1,picidae,
wawduc1,anatidae,
wawwhe1,zosteropidae,
wbbfly1,muscicapidae,
wbbrob1,muscicapidae,
wbbwea1,ploceidae,
wbcfly1,stenostiridae,
wbctyr1,tyrannidae,
wbffly1,muscicapidae,
wbgbir1,musophagidae,
wbgdov1,columbidae,
wbgtyr1,tyrannidae,
wbhori1,oriolidae,
wbipig1,columbidae,
wbmgem1,trochilidae,
wbnher1,ardeidae,
wbopar1,paradisaeidae,
wbptyr1,tyrannidae,
wbrcha1,muscicapidae,
wbrcha2,muscicapidae,
wbsbab1,timaliidae,
wbsbab2,vireonidae,
wbseag1,accipitridae,
wbspet1,oceanitidae,
wbswea1,ploceidae,
wbtfan1,rhipiduridae,
wbtspi1,furnariidae,
wbtwar1,aegithalidae,
wbwbab1,timaliidae,
wbweye1,zosteropidae,
wbwwre1,troglodytidae,
wcfdov1,columbidae,
wcfgle1,furnariidae,
wcptit1,remizidae,
wcrcha1,muscicapidae,
wcttyr1,tyrannidae,
wcweye1,zosteropidae,
weawae1,platysteiridae,
webcuc1,cuculidae,
webhum2,trochilidae,
webhum3,trochilidae,
webwar1,phylloscopidae,
webwoo1,furnariidae,
weclew1,phylloscopidae,
wecpig1,columbidae,
wecsun1,nectariniidae,
wectan1,calyptophilidae,
weebil1,acanthizidae,
wefgle1,furnariidae,
wegdov1,columbidae,
wegspa1,passerellidae,
weiwoo1,picidae,
weka1,rallidae,
welswa1,hirundinidae,
wemcha1,cracidae,
wemhar1,accipitridae,
wenher1,ardeidae,
weowar1,acrocephalidae,
weowar2,sylviidae,
wepdov1,columbidae,
werher,ardeidae,
wermar2,hirundinidae,
wesant1,thamnophilidae,
wesbeg1,pycnonotidae,
wesblu,turdidae,
wesblu1,estrildidae,
wesbow1,ptilonorhynchidae,
wesbri1,dasyornithidae,
wescap1,phasianidae,
wescit1,fringillidae,
wescor1,cacatuidae,
weseme1,trochilidae,
wesger1,acanthizidae,
wesgre,podicipedidae,
wesgul,laridae,
weskin,tyrannidae,
wesmea,icteridae,
wesmog1,pycnonotidae,
wesowl1,strigidae,
wespar1,paradisaeidae,
wespet1,procellariidae,
wesple1,musophagidae,
wespuf1,bucconidae,
wesros1,psittaculidae,
wessan,scolopacidae,
wesspi,spindalidae,
wesspi1,meliphagidae,
westan,cardinalidae,
westho1,acanthizidae,
westin1,lybiidae,
westra1,phasianidae,
weswah1,meliphagidae,
weswhi1,psophodidae,
weswhi2,pachycephalidae,
weswhi4,psophodidae,
weteag1,accipitridae,
wetfig1,oriolidae,
wethil1,trochilidae,
wetjer2,bernieridae,
wetpig1,columbidae,
wetsab2,trochilidae,
wetsab3,trochilidae,
wetshe,procellariidae,
wettyr1,tyrannidae,
wewpew,tyrannidae,
weywea1,ploceidae,
wfbcha1,muscicapidae,
wfbeat1,meropidae,
wfcdov1,columbidae,
wfgtyr1,tyrannidae,
wfqdov,columbidae,
wfqdov1,columbidae,
wfsowl2,strigidae,
wfspet,oceanitidae,
wfwduc1,anatidae,
wfweye1,platysteiridae,
whbant1,thamnophilidae,
whbant2,thamnophilidae,
whbant3,grallariidae,
whbant4,thamnophilidae,
whbant5,thamnophilidae,
whbant6,thamnophilidae,
whbant7,grallariidae,
whbbab1,timaliidae,
whbbab2,timaliidae,
whbbab3,pomatostomidae,
whbbla2,icteridae,
whbblt1,paridae,
whbbul2,pycnonotidae,
whbbus2,otididae,
whbbus4,muscicapidae,
whbcan1,fringillidae,
whbcha1,cracidae,
whbcha2,muscicapidae,
whbcin1,furnariidae,
whbcon1,thraupidae,
whbcou1,cuculidae,
whbcou3,cuculidae,
whbcra1,rallidae,
whbcro2,macrosphenidae,
whbcus1,campephagidae,
whbcus2,campephagidae,
whbcus4,campephagidae,
whbdac1,thraupidae,
whbdro1,dicruridae,
whbduc1,anatidae,
whbeme1,trochilidae,
whbfan1,rhipiduridae,
whbfan2,rhipiduridae,
whbfin1,passerellidae,
whbflo1,dicaeidae,
whbfly1,tyrannidae,
whbfog1,furnariidae,
whbfrd1,columbidae,
whbful1,sylviidae,
whbgre1,pycnonotidae,
whbgua1,cracidae,
whbgui1,numididae,
whbhaw2,accipitridae,
whbhel1,trochilidae,
whbher1,trochilidae,
whbher2,ardeidae,
whbher3,trochilidae,
whbhum1,trochilidae,
whbkin1,alcedinidae,
whblau1,leiothrichidae,
whbman1,pipridae,
whbman2,pipridae,
whbmes2,mesitornithidae,
whbmin2,campephagidae,
whbmin3,campephagidae,
whbmoc1,mimidae,
whbmon1,monarchidae,
whbmou1,coliidae,
whbmun1,estrildidae,
whbneg2,estrildidae,
whbnot1,tinamidae,
whbnut,sittidae,
whbnut1,sittidae,
whbowl1,strigidae,
whbpar1,psittacidae,
whbpic1,picidae,
whbpic2,picidae,
whbpic3,picidae,
whbpig1,columbidae,
whbpit1,pachycephalidae,
whbpur1,tityridae,
whbred1,muscicapidae,
whbrob1,petroicidae,
whbrob2,petroicidae,
whbros1,fringillidae,
whbscr1,acanthizidae,
whbscr3,acanthizidae,
whbsee1,thraupidae,
whbsee2,thinocoridae,
whbsha1,muscicapidae,
whbsho1,muscicapidae,
whbsho12,muscicapidae,
whbsho3,muscicapidae,
whbsho4,muscicapidae,
whbsho5,muscicapidae,
whbsho6,muscicapidae,
whbspi1,furnariidae,
whbspi2,furnariidae,
whbsta1,sturnidae,
whbsun2,nectariniidae,
whbswa2,hirundinidae,
whbswa3,hirundinidae,
whbtai1,cisticolidae,
whbtan1,thraupidae,
whbtap1,rhinocryptidae,
whbtap2,rhinocryptidae,
whbthr1,mimidae,
whbthr2,turdidae,
whbtit4,paridae,
whbtit5,paridae,
whbtot1,tyrannidae,
whbtre1,corvidae,
whbtre2,climacteridae,
whbtri1,campephagidae,
whbtyr1,tyrannidae,
whbtyr2,tyrannidae,
whbvul1,accipitridae,
whbwag1,motacillidae,
whbwar2,parulidae,
whbwat1,rallidae,
whbwea1,ploceidae,
whbwhe1,zosteropidae,
whbwhe3,zosteropidae,
whbwhi1,pachycephalidae,
whbwhi2,pachycephalidae,
whbwoo1,picidae,
whbwoo2,picidae,
whbwoo4,artamidae,
whbwoo5,artamidae,
whbwoo6,trochilidae,
whbwoo7,picidae,
whbwoo8,artamidae,
whbwre1,troglodytidae,
whbyuh1,vireonidae,
whcalb1,diomedeidae,
whcale1,muscicapidae,
whcant1,thamnophilidae,
whcbab1,pellorneidae,
whcbar1,megalaimidae,
whcbit1,ardeidae,
whcbla1,turdidae,
whcbul1,fringillidae,
whcbul2,pycnonotidae,
whccoq1,trochilidae,
whccot1,cotingidae,
whcdip1,cinclidae,
whcela1,tyrannidae,
whcela4,tyrannidae,
whceme1,trochilidae,
whcfor1,muscicapidae,
whcfor3,muscicapidae,
whcgua1,cracidae,
whchon2,meliphagidae,
whchor2,bucerotidae,
whchor3,bucerotidae,
whcjac1,galbulidae,
whcjay2,corvidae,
whckit1,accipitridae,
whckoe1,cuculidae,
whclau1,leiothrichidae,
whclau2,leiothrichidae,
whcman1,pipridae,
whcman2,pipridae,
whcmon1,monarchidae,
whcmon2,monarchidae,
whcmun1,estrildidae,
whcmyz1,meliphagidae,
whcnut1,sittidae,
whcoli1,estrildidae,
whcpar,psittacidae,
whcpar1,phasianidae,
whcpet1,procellariidae,
whcpig1,columbidae,
whcpig2,columbidae,
whcpin,anatidae,
whcpri2,cisticolidae,
whcpuf1,bucconidae,
whcred1,muscicapidae,
whcsap1,trochilidae,
whcsee,thraupidae,
whcsee1,thraupidae,
whcsee2,thraupidae,
whcshr1,laniidae,
whcspa,passerellidae,
whcspa1,tyrannidae,
whcsta1,sturnidae,
whcsta2,sturnidae,
whcsta3,sturnidae,
whcswi,apodidae,
whcswi1,apodidae,
whcswi2,apodidae,
whctan1,thraupidae,
whctap1,rhinocryptidae,
whcter1,laridae,
whcthi1,furnariidae,
whcthr1,turdidae,
whctin1,lybiidae,
whctit1,aegithalidae,
whctur1,musophagidae,
whctur2,musophagidae,
whctyr1,tyrannidae,
whcwoo1,furnariidae,
whcyuh1,zosteropidae,
wheant1,thamnophilidae,
whebar1,lybiidae,
whebul1,pycnonotidae,
whebuz1,accipitridae,
whecat1,ptilonorhynchidae,
whecon1,thraupidae,
whedov1,columbidae,
wheduc1,anatidae,
whegul2,laridae,
whehon1,meliphagidae,
whehum,trochilidae,
wheimp1,columbidae,
wheimp2,columbidae,
whejac1,galbulidae,
whemon1,monarchidae,
wheori1,icteridae,
whepar2,psittacidae,
whephe1,phasianidae,
whepuf1,bucconidae,
wherob1,petroicidae,
whesib1,leiothrichidae,
wheslf1,muscicapidae,
whesol1,turdidae,
whesta2,sturnidae,
whetai1,cisticolidae,
whethr1,turdidae,
whevir,vireonidae,
whfant1,thamnophilidae,
whfant2,thamnophilidae,
whfant4,thamnophilidae,
whfant6,thamnophilidae,
whfcha1,meliphagidae,
whfdov2,columbidae,
whffal1,falconidae,
whfher1,ardeidae,
whfhon1,meliphagidae,
whfibi,threskiornithidae,
whfman1,pipridae,
whfnun1,bucconidae,
whfnun2,bucconidae,
whfpar1,psittacidae,
whfplo1,charadriidae,
whfred1,parulidae,
whfred2,parulidae,
whfrob1,petroicidae,
whfsta2,sturnidae,
whfsun1,nectariniidae,
whfswi1,apodidae,
whfter1,laridae,
whftit2,paridae,
whfwoo1,picidae,
whgfly1,muscicapidae,
whghon1,meliphagidae,
whgpig1,columbidae,
whhbab2,pellorneidae,
whhbar1,lybiidae,
whhbul1,pycnonotidae,
whhduc1,anatidae,
whhlap1,charadriidae,
whhmou1,coliidae,
whhmun1,estrildidae,
whhpet1,procellariidae,
whhpig1,columbidae,
whhsaw1,hirundinidae,
whhsta2,sturnidae,
whhstd1,anatidae,
whhvan1,vangidae,
whhvul1,accipitridae,
whhwoo,picidae,
whhwoo1,phoeniculidae,
whhwre1,troglodytidae,
whiant1,thamnophilidae,
whiauk,alcidae,
whibel2,cotingidae,
whibro1,calyptomenidae,
whicis1,cisticolidae,
whicoc1,cacatuidae,
whieap2,phasianidae,
whiflo1,dicaeidae,
whifly1,oxyruncidae,
whihaw1,accipitridae,
whihel1,vangidae,
whiher1,ardeidae,
whiibi,threskiornithidae,
whiimp1,columbidae,
whikit1,accipitridae,
whimbr,scolopacidae,
whimbr3,scolopacidae,
whimon1,tyrannidae,
whinch1,muscicapidae,
whipit1,pittidae,
whispi1,nectariniidae,
whisto1,ciconiidae,
whiswi1,apodidae,
whiteh1,mohouidae,
whiter,laridae,
whiter2,laridae,
whitre1,hemiprocnidae,
whitro1,trogonidae,
whiwag,motacillidae,
whiwar1,parulidae,
whiwar2,phylloscopidae,
whiwoo1,picidae,
whiwre1,troglodytidae,
whiyuh1,zosteropidae,
whlant1,thamnophilidae,
whlant2,grallariidae,
whlgna2,polioptilidae,
whlgna3,polioptilidae,
whlhon1,meliphagidae,
whlori1,oriolidae,
whlspi1,furnariidae,
whltan1,thraupidae,
whltyr1,tyrannidae,
whlwar1,parulidae,
whmant2,thamnophilidae,
whmbar1,capitonidae,
whmtyr1,tyrannidae,
whnbab1,timaliidae,
whncra1,gruidae,
whncro1,corvidae,
whnfri1,meliphagidae,
whnhaw2,accipitridae,
whnhon2,meliphagidae,
whnhon3,meliphagidae,
whnjac1,trochilidae,
whnjay1,corvidae,
whnlau1,leiothrichidae,
whnlor2,psittaculidae,
whnmon1,monarchidae,
whnmyn1,sturnidae,
whnpar1,psittacidae,
whnpar2,phasianidae,
whnpet,procellariidae,
whnpig1,columbidae,
whnpuf2,bucconidae,
whnrav1,corvidae,
whnrob1,turdidae,
whnroc1,picathartidae,
whnsee1,thraupidae,
whnswi1,apodidae,
whnwoo1,picidae,
whnxen1,tityridae,
whnyuh1,zosteropidae,
whocra,gruidae,
whoswa,anatidae,
whpant1,thamnophilidae,
whphon1,meliphagidae,
whqbus1,otididae,
whrbab2,leiothrichidae,
whrcha1,muscicapidae,
whrcus1,campephagidae,
whrfal1,falconidae,
whrfly,tyrannidae,
whrhaw1,accipitridae,
whrkin1,alcedinidae,
whrman1,pipridae,
whrmon2,tyrannidae,
whrmun,estrildidae,
whrnee1,apodidae,
whrrob2,petroicidae,
whrsan,scolopacidae,
whrsee,fringillidae,
whrsha,muscicapidae,
whrsha2,muscicapidae,
whrshr1,laniidae,
whrsir1,tyrannidae,
whrsno1,passeridae,
whrswa1,hirundinidae,
whrswi1,apodidae,
whrswi2,apodidae,
whrtan1,thraupidae,
whrtri1,campephagidae,
whrvul1,accipitridae,
whsant1,thamnophilidae,
whsant2,thamnophilidae,
whsant4,thamnophilidae,
whsblt1,paridae,
whsbul1,pycnonotidae,
whsfai1,maluridae,
whsflo1,thraupidae,
whsflu1,sarothruridae,
whsfri1,meliphagidae,
whshil1,trochilidae,
whshon1,meliphagidae,
whsibi1,threskiornithidae,
whsowl1,strigidae,
whsrob1,muscicapidae,
whssta2,sturnidae,
whstan1,thraupidae,
whswar1,phylloscopidae,
whswar2,parulidae,
whswoo1,furnariidae,
whswoo2,picidae,
whtant1,thamnophilidae,
whtant2,grallariidae,
whtbab1,leiothrichidae,
whtbar1,furnariidae,
whtblc1,cacatuidae,
whtbul1,pycnonotidae,
whtbus1,muscicapidae,
whtcac2,furnariidae,
whtcan1,fringillidae,
whtcar1,falconidae,
whtcis1,cisticolidae,
whtcot1,cotingidae,
whtcra1,rallidae,
whtdip1,cinclidae,
whtdov,columbidae,
whteag,accipitridae,
whtear1,furnariidae,
whteme1,trochilidae,
whtfan1,rhipiduridae,
whtflo1,dicaeidae,
whtfly1,tyrannidae,
whtfly2,muscicapidae,
whtfra2,phasianidae,
whtger1,acanthizidae,
whtgol1,trochilidae,
whtgra1,maluridae,
whtgre2,pycnonotidae,
whtgre3,podicipedidae,
whthaw,accipitridae,
whthaw1,accipitridae,
whthil2,trochilidae,
whthil3,trochilidae,
whthon1,meliphagidae,
whthon2,meliphagidae,
whthor1,bucerotidae,
whthum1,trochilidae,
whthum2,trochilidae,
whtior1,aegithinidae,
whtjac1,galbulidae,
whtjay1,corvidae,
whtjay2,corvidae,
whtkin1,tyrannidae,
whtkin2,alcedinidae,
whtkit,accipitridae,
whtlap1,charadriidae,
whtlar1,alaudidae,
whtlau1,leiothrichidae,
whtman1,pipridae,
whtmog2,trochilidae,
whtmon1,monarchidae,
whtmon2,monarchidae,
whtnee,apodidae,
whtnig1,caprimulgidae,
whtnig3,caprimulgidae,
whtnut1,sittidae,
whtoxy1,bernieridae,
whtpew1,tyrannidae,
whtpla1,cotingidae,
whtpta1,phasianidae,
whtque1,trogonidae,
whtrai1,rallidae,
whtred1,muscicapidae,
whtrob1,turdidae,
whtrob2,muscicapidae,
whtrob3,muscicapidae,
whtsab1,trochilidae,
whtsco1,strigidae,
whtsee1,thraupidae,
whtshr1,platysteiridae,
whtsic1,trochilidae,
whtspa,passerellidae,
whtspa1,tyrannidae,
whtsta1,trochilidae,
whtsto2,muscicapidae,
whtsun1,trochilidae,
whtswa1,hirundinidae,
whtswa2,hirundinidae,
whtswa3,hirundinidae,
whtswi,apodidae,
whtswi1,apodidae,
whttap1,rhinocryptidae,
whtthr2,turdidae,
whttin1,tinamidae,
whttit1,aegithalidae,
whttou1,ramphastidae,
whttow1,passerellidae,
whttre2,furnariidae,
whttre3,climacteridae,
whttro,phaethontidae,
whttro1,trogonidae,
whttyr1,tyrannidae,
whttyr2,tyrannidae,
whtwar1,cisticolidae,
whtwhe1,muscicapidae,
whtwoo1,furnariidae,
whtwoo2,picidae,
whtwrb1,pellorneidae,
whveup1,fringillidae,
whvmyn,sturnidae,
whvmyn1,sturnidae,
whvplu1,trochilidae,
whvsha1,muscicapidae,
whvwhi1,pachycephalidae,
whwapa1,cisticolidae,
whwbec1,tityridae,
whwblt1,tyrannidae,
whwblt2,tyrannidae,
whwblt3,paridae,
whwcho1,corcoracidae,
whwcin1,furnariidae,
whwcoo1,rallidae,
whwcot1,cotingidae,
whwcro,fringillidae,
whwcus1,campephagidae,
whwdov,columbidae,
whwduc1,anatidae,
whwfai1,maluridae,
whwfan1,rhipiduridae,
whwflu1,sarothruridae,
whwgro1,fringillidae,
whwgua1,cracidae,
whwher1,trochilidae,
whwlar1,alaudidae,
whwlau1,leiothrichidae,
whwmag1,corvidae,
whwnig1,caprimulgidae,
whwpar,psittacidae,
whwpic1,picidae,
whwpot1,nyctibiidae,
whwpuf1,bucconidae,
whwred2,muscicapidae,
whwrob2,petroicidae,
whwsan1,scolopacidae,
whwsco,anatidae,
whwsco1,anatidae,
whwsco4,anatidae,
whwsno1,passeridae,
whwspi1,furnariidae,
whwswa1,hirundinidae,
whwtan1,cardinalidae,
whwter,laridae,
whwtit2,paridae,
whwtri1,campephagidae,
whwtri2,campephagidae,
whwwar1,phaenicophilidae,
whwwid1,ploceidae,
whwwoo1,picidae,
whybar1,lybiidae,
wibant1,thamnophilidae,
wibhor1,furnariidae,
wibpip1,tyrannidae,
wibsee1,thraupidae,
wibwre1,troglodytidae,
wictho2,trochilidae,
wilant1,thamnophilidae,
wilfin3,thraupidae,
wilfly,tyrannidae,
wilhon2,indicatoridae,
willar1,alaudidae,
willet1,scolopacidae,
wilpha,scolopacidae,
wilplo,charadriidae,
wilpta,phasianidae,
wilsap,picidae,
wilsni1,scolopacidae,
wiltit1,paridae,
wiltur,phasianidae,
wilwag1,rhipiduridae,
wincis1,cisticolidae,
wincis3,cisticolidae,
wincis4,cisticolidae,
wincis5,cisticolidae,
wincis6,cisticolidae,
winwre3,troglodytidae,
winwre4,troglodytidae,
wisbou1,malaconotidae,
wiscis1,cisticolidae,
wispet,oceanitidae,
withum1,trochilidae,
witman1,pipridae,
witman2,pipridae,
witswa1,hirundinidae,
wiwduc1,anatidae,
wlswar,parulidae,
wlwwar,phylloscopidae,
wnbfin1,passerellidae,
woewar1,parulidae,
wofdov1,columbidae,
wonpig1,columbidae,
wonsto1,ciconiidae,
wooant1,estrildidae,
woobat1,platysteiridae,
wooduc,anatidae,
woofin1,thraupidae,
wookin1,alcedinidae,
woolar1,alaudidae,
woopip1,motacillidae,
woorai1,rallidae,
woosan,scolopacidae,
wooscj2,corvidae,
wooshr1,laniidae,
woosni1,scolopacidae,
woosto,ciconiidae,
