ebird2021,bird_orders,comment
whbduc1,anseriformes,
whbeme1,caprimulgiformes,
whbfan1,passeriformes,
whbfan2,passeriformes,
whbfin1,passeriformes,
whbflo1,passeriformes,
whbfly1,passeriformes,
whbfog1,passeriformes,
whbfrd1,columbiformes,
whbful1,passeriformes,
whbgre1,passeriformes,
whbgua1,galliformes,
whbgui1,galliformes,
whbhaw2,accipitriformes,
whbhel1,caprimulgiformes,
whbher1,caprimulgiformes,
whbher2,pelecaniformes,
whbher3,caprimulgiformes,
whbhum1,caprimulgiformes,
whbkin1,coraciiformes,
whblau1,passeriformes,
whbman1,passeriformes,
whbman2,passeriformes,
whbmes2,mesitornithiformes,
whbmin2,passeriformes,
whbmin3,passeriformes,
whbmoc1,passeriformes,
whbmon1,passeriformes,
whbmou1,coliiformes,
whbmun1,passeriformes,
whbneg2,passeriformes,
whbnot1,tinamiformes,
whbnut,passeriformes,
whbnut1,passeriformes,
whbowl1,strigiformes,
whbpar1,psittaciformes,
whbpic1,piciformes,
whbpic2,piciformes,
whbpic3,piciformes,
whbpig1,columbiformes,
whbpit1,passeriformes,
whbpur1,passeriformes,
whbred1,passeriformes,
whbrob1,passeriformes,
whbrob2,passeriformes,
whbros1,passeriformes,
whbscr1,passeriformes,
whbscr3,passeriformes,
whbsee1,passeriformes,
whbsee2,charadriiformes,
whbsha1,passeriformes,
whbsho1,passeriformes,
whbsho12,passeriformes,
whbsho3,passeriformes,
whbsho4,passeriformes,
whbsho5,passeriformes,
whbsho6,passeriformes,
whbspi1,passeriformes,
whbspi2,passeriformes,
whbsta1,passeriformes,
whbsun2,passeriformes,
whbswa2,passeriformes,
whbswa3,passeriformes,
whbtai1,passeriformes,
whbtan1,passeriformes,
whbtap1,passeriformes,
whbtap2,passeriformes,
whbthr1,passeriformes,
whbthr2,passeriformes,
whbtit4,passeriformes,
whbtit5,passeriformes,
whbtot1,passeriformes,
whbtre1,passeriformes,
whbtre2,passeriformes,
whbtri1,passeriformes,
whbtyr1,passeriformes,
whbtyr2,passeriformes,
whbvul1,accipitriformes,
whbwag1,passeriformes,
whbwar2,passeriformes,
whbwat1,gruiformes,
whbwea1,passeriformes,
whbwhe1,passeriformes,
whbwhe3,passeriformes,
whbwhi1,passeriformes,
whbwhi2,passeriformes,
whbwoo1,piciformes,
whbwoo2,piciformes,
whbwoo4,passeriformes,
whbwoo5,passeriformes,
whbwoo6,caprimulgiformes,
whbwoo7,piciformes,
whbwoo8,passeriformes,
whbwre1,passeriformes,
whbyuh1,passeriformes,
whcalb1,procellariiformes,
whcale1,passeriformes,
whcant1,passeriformes,
whcbab1,passeriformes,
whcbar1,piciformes,
whcbit1,pelecaniformes,
whcbla1,passeriformes,
whcbul1,passeriformes,
whcbul2,passeriformes,
whccoq1,caprimulgiformes,
whccot1,passeriformes,
whcdip1,passeriformes,
whcela1,passeriformes,
whcela4,passeriformes,
whceme1,caprimulgiformes,
whcfor1,passeriformes,
whcfor3,passeriformes,
whcgua1,galliformes,
whchon2,passeriformes,
whchor2,bucerotiformes,
whchor3,bucerotiformes,
whcjac1,galbuliformes,
whcjay2,passeriformes,
whckit1,accipitriformes,
whckoe1,cuculiformes,
whclau1,passeriformes,
whclau2,passeriformes,
whcman1,passeriformes,
whcman2,passeriformes,
whcmon1,passeriformes,
whcmon2,passeriformes,
whcmun1,passeriformes,
whcmyz1,passeriformes,
whcnut1,passeriformes,
whcoli1,passeriformes,
whcpar,psittaciformes,
whcpar1,galliformes,
whcpet1,procellariiformes,
whcpig1,columbiformes,
whcpig2,columbiformes,
whcpin,anseriformes,
whcpri2,passeriformes,
whcpuf1,galbuliformes,
whcred1,passeriformes,
whcsap1,caprimulgiformes,
whcsee,passeriformes,
whcsee1,passeriformes,
whcshr1,passeriformes,
whcspa,passeriformes,
whcspa1,passeriformes,
whcsta1,passeriformes,
whcsta2,passeriformes,
whcsta3,passeriformes,
whcswi,caprimulgiformes,
whcswi1,caprimulgiformes,
whcswi2,caprimulgiformes,
whctan1,passeriformes,
whctap1,passeriformes,
whcter1,charadriiformes,
whcthi1,passeriformes,
whcthr1,passeriformes,
whctin1,piciformes,
whctit1,passeriformes,
whctur1,musophagiformes,
whctur2,musophagiformes,
whctyr1,passeriformes,
whcwoo1,passeriformes,
whcyuh1,passeriformes,
wheant1,passeriformes,
whebar1,piciformes,
whebul1,passeriformes,
whebuz1,accipitriformes,
whecat1,passeriformes,
whecon1,passeriformes,
whedov1,columbiformes,
wheduc1,anseriformes,
whegul2,charadriiformes,
whehon1,passeriformes,
whehum,caprimulgiformes,
wheimp1,columbiformes,
wheimp2,columbiformes,
whejac1,galbuliformes,
whemon1,passeriformes,
wheori1,passeriformes,
whepar2,psittaciformes,
whephe1,galliformes,
whepuf1,galbuliformes,
wherob1,passeriformes,
whesib1,passeriformes,
wheslf1,passeriformes,
whesol1,passeriformes,
whesta2,passeriformes,
whetai1,passeriformes,
whethr1,passeriformes,
whevir,passeriformes,
whfant1,passeriformes,
whfant2,passeriformes,
whfant4,passeriformes,
whfant6,passeriformes,
whfcha1,passeriformes,
whfdov2,columbiformes,
whffal1,falconiformes,
whfher1,pelecaniformes,
whfhon1,passeriformes,
whfibi,pelecaniformes,
whfman1,passeriformes,
whfnun1,galbuliformes,
whfnun2,galbuliformes,
whfpar1,psittaciformes,
whfplo1,charadriiformes,
whfred1,passeriformes,
whfred2,passeriformes,
whfrob1,passeriformes,
whfsta2,passeriformes,
whfsun1,passeriformes,
whfswi1,caprimulgiformes,
whfter1,charadriiformes,
whftit2,passeriformes,
whfwoo1,piciformes,
whgfly1,passeriformes,
whghon1,passeriformes,
whgpig1,columbiformes,
whhbab2,passeriformes,
whhbar1,piciformes,
whhbul1,passeriformes,
whhduc1,anseriformes,
whhlap1,charadriiformes,
whhmou1,coliiformes,
whhmun1,passeriformes,
whhpet1,procellariiformes,
whhpig1,columbiformes,
whhsaw1,passeriformes,
whhsta2,passeriformes,
whhstd1,anseriformes,
whhvan1,passeriformes,
whhvul1,accipitriformes,
whhwoo,piciformes,
whhwoo1,bucerotiformes,
whhwre1,passeriformes,
whiant1,passeriformes,
whiauk,charadriiformes,
whibel2,passeriformes,
whibro1,passeriformes,
whicis1,passeriformes,
whicoc1,psittaciformes,
whieap2,galliformes,
whiflo1,passeriformes,
whifly1,passeriformes,
whihaw1,accipitriformes,
whihel1,passeriformes,
whiher1,pelecaniformes,
whiibi,pelecaniformes,
whiimp1,columbiformes,
whikit1,accipitriformes,
whimbr,charadriiformes,
whimbr3,charadriiformes,
whimon1,passeriformes,
whinch1,passeriformes,
whipit1,passeriformes,
whispi1,passeriformes,
whisto1,ciconiiformes,
whiswi1,caprimulgiformes,
whiteh1,passeriformes,
whiter,charadriiformes,
whiter2,charadriiformes,
whitre1,caprimulgiformes,
whitro1,trogoniformes,
whiwag,passeriformes,
whiwar1,passeriformes,
whiwar2,passeriformes,
whiwoo1,piciformes,
whiwre1,passeriformes,
whiyuh1,passeriformes,
whlant1,passeriformes,
whlant2,passeriformes,
whlgna2,passeriformes,
whlgna3,passeriformes,
whlhon1,passeriformes,
whlori1,passeriformes,
whlspi1,passeriformes,
whltan1,passeriformes,
whltyr1,passeriformes,
whlwar1,passeriformes,
whmant2,passeriformes,
whmbar1,piciformes,
whmtyr1,passeriformes,
whnbab1,passeriformes,
whncra1,gruiformes,
whncro1,passeriformes,
whnfri1,passeriformes,
whnhaw2,accipitriformes,
whnhon2,passeriformes,
whnhon3,passeriformes,
whnjac1,caprimulgiformes,
whnjay1,passeriformes,
whnlau1,passeriformes,
whnlor2,psittaciformes,
whnmon1,passeriformes,
whnmyn1,passeriformes,
whnpar1,psittaciformes,
whnpar2,galliformes,
whnpet,procellariiformes,
whnpig1,columbiformes,
whnpuf2,galbuliformes,
whnrav1,passeriformes,
whnrob1,passeriformes,
whnroc1,passeriformes,
whnsee1,passeriformes,
whnswi1,caprimulgiformes,
whnwoo1,piciformes,
whnxen1,passeriformes,
whnyuh1,passeriformes,
whocra,gruiformes,
whoswa,anseriformes,
whpant1,passeriformes,
whphon1,passeriformes,
whqbus1,otidiformes,
whrbab2,passeriformes,
whrcha1,passeriformes,
whrcus1,passeriformes,
whrfal1,falconiformes,
whrfly,passeriformes,
whrhaw1,accipitriformes,
whrkin1,coraciiformes,
whrman1,passeriformes,
whrmon2,passeriformes,
whrmun,passeriformes,
whrnee1,caprimulgiformes,
whrrob2,passeriformes,
whrsan,charadriiformes,
whrsee,passeriformes,
whrsha,passeriformes,
whrsha2,passeriformes,
whrshr1,passeriformes,
whrsir1,passeriformes,
whrsno1,passeriformes,
whrswa1,passeriformes,
whrswi1,caprimulgiformes,
whrswi2,caprimulgiformes,
whrtan1,passeriformes,
whrtri1,passeriformes,
whrvul1,accipitriformes,
whsant1,passeriformes,
whsant2,passeriformes,
whsant4,passeriformes,
whsblt1,passeriformes,
whsbul1,passeriformes,
whsfai1,passeriformes,
whsflo1,passeriformes,
whsflu1,gruiformes,
whsfri1,passeriformes,
whshil1,caprimulgiformes,
whshon1,passeriformes,
whsibi1,pelecaniformes,
whsowl1,strigiformes,
whsrob1,passeriformes,
whssta2,passeriformes,
whstan1,passeriformes,
whswar1,passeriformes,
whswar2,passeriformes,
whswoo1,passeriformes,
whswoo2,piciformes,
whtant1,passeriformes,
whtant2,passeriformes,
whtbab1,passeriformes,
whtbar1,passeriformes,
whtblc1,psittaciformes,
whtbul1,passeriformes,
whtbus1,passeriformes,
whtcac2,passeriformes,
whtcan1,passeriformes,
whtcar1,falconiformes,
whtcis1,passeriformes,
whtcot1,passeriformes,
whtcra1,gruiformes,
whtdip1,passeriformes,
whtdov,columbiformes,
whteag,accipitriformes,
whtear1,passeriformes,
whteme1,caprimulgiformes,
whtfan1,passeriformes,
whtflo1,passeriformes,
whtfly1,passeriformes,
whtfly2,passeriformes,
whtfra2,galliformes,
whtger1,passeriformes,
whtgol1,caprimulgiformes,
whtgra1,passeriformes,
whtgre2,passeriformes,
whtgre3,podicipediformes,
whthaw,accipitriformes,
whthaw1,accipitriformes,
whthil2,caprimulgiformes,
whthil3,caprimulgiformes,
whthon1,passeriformes,
whthon2,passeriformes,
whthor1,bucerotiformes,
whthum1,caprimulgiformes,
whthum2,caprimulgiformes,
whtior1,passeriformes,
whtjac1,galbuliformes,
whtjay1,passeriformes,
whtjay2,passeriformes,
whtkin1,passeriformes,
whtkin2,coraciiformes,
whtkit,accipitriformes,
whtlap1,charadriiformes,
whtlar1,passeriformes,
whtlau1,passeriformes,
whtman1,passeriformes,
whtmog2,caprimulgiformes,
whtmon1,passeriformes,
whtmon2,passeriformes,
whtnee,caprimulgiformes,
whtnig1,caprimulgiformes,
whtnig3,caprimulgiformes,
whtnut1,passeriformes,
whtoxy1,passeriformes,
whtpew1,passeriformes,
whtpla1,passeriformes,
whtpta1,galliformes,
whtque1,trogoniformes,
whtrai1,gruiformes,
whtred1,passeriformes,
whtrob1,passeriformes,
whtrob2,passeriformes,
whtrob3,passeriformes,
whtsab1,caprimulgiformes,
whtsco1,strigiformes,
whtsee1,passeriformes,
whtshr1,passeriformes,
whtsic1,caprimulgiformes,
whtspa,passeriformes,
whtspa1,passeriformes,
whtsta1,caprimulgiformes,
whtsto2,passeriformes,
whtsun1,caprimulgiformes,
whtswa1,passeriformes,
whtswa2,passeriformes,
whtswa3,passeriformes,
whtswi,caprimulgiformes,
whtswi1,caprimulgiformes,
whttap1,passeriformes,
whtthr2,passeriformes,
whttin1,tinamiformes,
whttit1,passeriformes,
whttou1,piciformes,
whttow1,passeriformes,
whttre2,passeriformes,
whttre3,passeriformes,
whttro,phaethontiformes,
whttro1,trogoniformes,
whttyr1,passeriformes,
whttyr2,passeriformes,
whtwar1,passeriformes,
whtwhe1,passeriformes,
whtwoo1,passeriformes,
whtwoo2,piciformes,
whtwrb1,passeriformes,
whveup1,passeriformes,
whvmyn,passeriformes,
whvmyn1,passeriformes,
whvplu1,caprimulgiformes,
whvsha1,passeriformes,
whvwhi1,passeriformes,
whwapa1,passeriformes,
whwbec1,passeriformes,
whwblt1,passeriformes,
whwblt2,passeriformes,
whwblt3,passeriformes,
whwcho1,passeriformes,
whwcin1,passeriformes,
whwcoo1,gruiformes,
whwcot1,passeriformes,
whwcro,passeriformes,
whwcus1,passeriformes,
whwdov,columbiformes,
whwduc1,anseriformes,
whwfai1,passeriformes,
whwfan1,passeriformes,
whwflu1,gruiformes,
whwgro1,passeriformes,
whwgua1,galliformes,
whwher1,caprimulgiformes,
whwlar1,passeriformes,
whwlau1,passeriformes,
whwmag1,passeriformes,
whwnig1,caprimulgiformes,
whwpar,psittaciformes,
whwpic1,piciformes,
whwpot1,caprimulgiformes,
whwpuf1,galbuliformes,
whwred2,passeriformes,
whwrob2,passeriformes,
whwsan1,charadriiformes,
whwsco,anseriformes,
whwsco1,anseriformes,
whwsco4,anseriformes,
whwsno1,passeriformes,
whwspi1,passeriformes,
whwswa1,passeriformes,
whwtan1,passeriformes,
whwter,charadriiformes,
whwtit2,passeriformes,
whwtri1,passeriformes,
whwtri2,passeriformes,
whwwar1,passeriformes,
whwwid1,passeriformes,
whwwoo1,piciformes,
whybar1,piciformes,
wibant1,passeriformes,
wibhor1,passeriformes,
wibpip1,passeriformes,
wibsee1,passeriformes,
wibwre1,passeriformes,
wictho2,caprimulgiformes,
wilant1,passeriformes,
wilfin3,passeriformes,
wilfly,passeriformes,
wilhon2,piciformes,
willar1,passeriformes,
willet1,charadriiformes,
wilpha,charadriiformes,
wilplo,charadriiformes,
wilpta,galliformes,
wilsap,piciformes,
wilsni1,charadriiformes,
wiltit1,passeriformes,
wiltur,galliformes,
wilwag1,passeriformes,
wincis1,passeriformes,
wincis3,passeriformes,
wincis4,passeriformes,
wincis5,passeriformes,
wincis6,passeriformes,
winwre3,passeriformes,
winwre4,passeriformes,
wisbou1,passeriformes,
wiscis1,passeriformes,
wispet,procellariiformes,
withum1,caprimulgiformes,
witman1,passeriformes,
witman2,passeriformes,
witswa1,passeriformes,
wiwduc1,anseriformes,
wlswar,passeriformes,
wlwwar,passeriformes,
wnbfin1,passeriformes,
woewar1,passeriformes,
wofdov1,columbiformes,
wonpig1,columbiformes,
wonsto1,ciconiiformes,
wooant1,passeriformes,
woobat1,passeriformes,
wooduc,anseriformes,
woofin1,passeriformes,
wookin1,coraciiformes,
woolar1,passeriformes,
woopip1,passeriformes,
woorai1,gruiformes,
woosan,charadriiformes,
wooscj2,passeriformes,
wooshr1,passeriformes,
woosni1,charadriiformes,
woosto,ciconiiformes,
woothr,passeriformes,
woowar,passeriformes,
worspa,passeriformes,
wqrpig1,columbiformes,
wrbfin1,passeriformes,
wrbhor1,bucerotiformes,
wrbhor2,bucerotiformes,
wrehor1,bucerotiformes,
wrenth1,passeriformes,
wrenti,passeriformes,
wrihor1,bucerotiformes,
wrihor2,bucerotiformes,
wrlrus1,passeriformes,
wrspet,procellariiformes,
wrybil1,charadriiformes,
wsfeye1,passeriformes,
wsfrai1,gruiformes,
wstdro1,passeriformes,
wsweye1,passeriformes,
wtathr1,passeriformes,
wtbeat1,coraciiformes,
wtbfly1,passeriformes,
wtbswa1,passeriformes,
wtcfly1,passeriformes,
wtfgle1,passeriformes,
wtgdov1,columbiformes,
wtgfin1,passeriformes,
wtmbab1,passeriformes,
wtmgem1,caprimulgiformes,
wtmjay1,passeriformes,
wtqdov1,columbiformes,
wtrcha1,passeriformes,
wtrthr1,passeriformes,
wtsfin1,passeriformes,
wtstan1,passeriformes,
wtstyr1,passeriformes,
wtweye1,passeriformes,
wvbsun1,passeriformes,
wvspet1,procellariiformes,
wvvear1,caprimulgiformes,
wwbfin1,passeriformes,
wwccha1,passeriformes,
wwcdov1,columbiformes,
wwdfin1,passeriformes,
wwstan1,passeriformes,
wwswar1,passeriformes,
wynlau1,passeriformes,
xanhum,caprimulgiformes,
xanmur1,charadriiformes,
xanmur2,charadriiformes,
xavgre1,passeriformes,
xigjay1,passeriformes,
y00475,gruiformes,
y00478,charadriiformes,
y00599,passeriformes,
yaglor2,psittaciformes,
yapant1,passeriformes,
yapmon1,passeriformes,
yapwhe1,passeriformes,
ybbwar1,passeriformes,
ybfdov1,columbiformes,
ybfdov2,columbiformes,
ybsvir1,passeriformes,
ybtfly1,passeriformes,
ybttyr1,passeriformes,
ybweye1,passeriformes,
ycnher,pelecaniformes,
ycppar1,psittaciformes,
yebant1,passeriformes,
yebant2,passeriformes,
yebant3,passeriformes,
yebapa1,passeriformes,
yebasi1,passeriformes,
yebbab1,passeriformes,
yebbar1,piciformes,
yebbar2,piciformes,
yebboa1,passeriformes,
yebbou1,passeriformes,
yebbow1,passeriformes,
yebbrf1,passeriformes,
yebbru1,passeriformes,
yebbul2,passeriformes,
yebbul3,passeriformes,
yebbun,passeriformes,
yebbun1,passeriformes,
yebbuw2,passeriformes,
yebcac1,passeriformes,
yebcam1,passeriformes,
yebcar,passeriformes,
yebcha,passeriformes,
yebcho1,passeriformes,
yebcht1,passeriformes,
yebcot1,passeriformes,
yebcra1,gruiformes,
yebcuc,cuculiformes,
yebdac1,passeriformes,
yebduc1,anseriformes,
yebela1,passeriformes,
yebere1,passeriformes,
yebfan1,passeriformes,
yebfin1,passeriformes,
yebflo1,passeriformes,
yebflo2,passeriformes,
yebfly,passeriformes,
yebfly1,passeriformes,
yebfly2,passeriformes,
yebfly4,passeriformes,
yebger1,passeriformes,
yebgre1,passeriformes,
yebgre3,passeriformes,
yebgre4,passeriformes,
yebgro1,passeriformes,
yebhyl1,passeriformes,
yebjac1,galbuliformes,
yebkin1,coraciiformes,
yeblon1,passeriformes,
yebloo,gaviiformes,
yeblor1,psittaciformes,
yeblor2,psittaciformes,
yebmag,passeriformes,
yebmag1,passeriformes,
yebmal1,cuculiformes,
yebmel1,passeriformes,
yebnun1,galbuliformes,
yebnut1,passeriformes,
yebori1,passeriformes,
yeboxp1,passeriformes,
yeboxy1,passeriformes,
yebpar1,psittaciformes,
yebpin1,anseriformes,
yebpip2,passeriformes,
yebpri1,passeriformes,
yebrat1,psittaciformes,
yebrob1,passeriformes,
yebsap,piciformes,
yebsat1,passeriformes,
yebsee1,passeriformes,
yebsee2,passeriformes,
yebshr1,passeriformes,
yebsis1,passeriformes,
yebspa1,passeriformes,
yebspo1,pelecaniformes,
yebsto1,ciconiiformes,
yebtai1,passeriformes,
yebtan1,passeriformes,
yebtan2,passeriformes,
yebtea1,anseriformes,
yebter2,charadriiformes,
yebtit3,passeriformes,
yebtit4,passeriformes,
yebtou1,piciformes,
yebtur1,musophagiformes,
yebtyr1,passeriformes,
yebtyr2,passeriformes,
yebwaa1,passeriformes,
yebwar1,passeriformes,
yebwar2,passeriformes,
yebwar3,passeriformes,
yebwax2,passeriformes,
yebwhe1,passeriformes,
yebwhi1,passeriformes,
yecbar1,piciformes,
yecbis,passeriformes,
yeccan1,passeriformes,
yecchl1,passeriformes,
yeccoc1,psittaciformes,
yecela1,passeriformes,
yeceup1,passeriformes,
yechel1,passeriformes,
yechor1,bucerotiformes,
yeclov,psittaciformes,
yecmac,psittaciformes,
yecman2,passeriformes,
yecpar,psittaciformes,
yecred1,passeriformes,
yecspi2,passeriformes,
yectan1,passeriformes,
yectit1,passeriformes,
yectyr1,passeriformes,
yecwea1,passeriformes,
yecwoo1,piciformes,
yeebab1,passeriformes,
yeebul1,passeriformes,
yeecus1,passeriformes,
yeehon1,passeriformes,
yeejun,passeriformes,
yeejun2,passeriformes,
yeepar1,psittaciformes,
yeepen1,sphenisciformes,
yeespi1,passeriformes,
yeesta1,passeriformes,
yeetou1,piciformes,
yeewoo1,piciformes,
yefbar1,piciformes,
yefcan,passeriformes,
yeffla1,piciformes,
yeffly1,passeriformes,
yefgra1,passeriformes,
yefgul,charadriiformes,
yefhon1,passeriformes,
yefhon2,piciformes,
yefmyn1,passeriformes,
yefpar2,psittaciformes,
yefpar3,psittaciformes,
yefpar4,psittaciformes,
yefpar5,psittaciformes,
yefpig1,columbiformes,
yefsis1,passeriformes,
yeftin1,piciformes,
yefwoo1,piciformes,
yegfin1,passeriformes,
yeggro1,passeriformes,
yeghon1,passeriformes,
yegtyr1,passeriformes,
yegvir,passeriformes,
yehbla,passeriformes,
yehbla2,passeriformes,
yehbrf1,passeriformes,
yehcar1,falconiformes,
yehman2,passeriformes,
yehpar,psittaciformes,
yehpar2,psittaciformes,
yehwar1,passeriformes,
yekcur1,galliformes,
yelbis1,passeriformes,
yelbit,pelecaniformes,
yelbul1,passeriformes,
yelbun1,passeriformes,
yelbut1,charadriiformes,
yelcan1,passeriformes,
yelcar1,passeriformes,
yelcha1,passeriformes,
yelfly1,passeriformes,
yelfly2,passeriformes,
yelfly4,passeriformes,
yelgro,passeriformes,
yelgul1,charadriiformes,
yelhon1,passeriformes,
yellon1,passeriformes,
yellow2,passeriformes,
yellow3,passeriformes,
yellow5,cuculiformes,
yellow6,cuculiformes,
yelori1,passeriformes,
yelpar1,psittaciformes,
yelpig1,columbiformes,
yelpip2,passeriformes,
yelpip3,passeriformes,
yelrai,gruiformes,
yelrob1,passeriformes,
yeltho1,passeriformes,
yelthr1,passeriformes,
yeltin1,tinamiformes,
yeltit2,passeriformes,
yeltyr1,passeriformes,
yelwar,passeriformes,
yelwar1,passeriformes,
yelwat1,passeriformes,
yelwea1,passeriformes,
yelwea2,passeriformes,
yelwhe1,passeriformes,
yemacc1,passeriformes,
yemfly1,passeriformes,
yemfly2,passeriformes,
yemlin1,passeriformes,
yemser1,passeriformes,
yemthr1,passeriformes,
yemwar1,passeriformes,
yemwea1,passeriformes,
yenalb,procellariiformes,
yenalb3,procellariiformes,
yengre1,passeriformes,
yenpar1,psittaciformes,
yenspu1,galliformes,
yeofly1,passeriformes,
yephon1,passeriformes,
yeptit1,passeriformes,
yerant1,passeriformes,
yercac1,passeriformes,
yerere1,passeriformes,
yerflo1,passeriformes,
yerhon1,piciformes,
yermar1,passeriformes,
yermun1,passeriformes,
yerser1,passeriformes,
yersis1,passeriformes,
yertho1,passeriformes,
yertin1,piciformes,
yerwar,passeriformes,
yerwar2,passeriformes,
yesbar1,piciformes,
yesbla1,passeriformes,
yesbul1,passeriformes,
yesflo1,passeriformes,
yesgra1,passeriformes,
yesgre2,passeriformes,
yesgro2,passeriformes,
yeshon1,passeriformes,
yeslor1,psittaciformes,
yesnic1,passeriformes,
yespar1,psittaciformes,
yespet1,passeriformes,
yestan1,passeriformes,
