TAXON_ORDER,CATEGORY,SPECIES_CODE,PRIMARY_COM_NAME,SCI_NAME,ORDER1,FAMILY,SPECIES_GROUP,REPORT_AS
28085,issf,islthr9,Island Thrush (Christmas),Turdus poliocephalus erythropleurus,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,islthr1
28086,issf,islthr19,Island Thrush (Loeser's),Turdus poliocephalus loeseri,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,islthr1
28087,issf,islthr13,Island Thrush (Sumatran),Turdus poliocephalus indrapurae,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,islthr1
28088,issf,islthr14,Island Thrush (Javan),Turdus poliocephalus javanicus/biesenbachi,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,islthr1
28091,issf,islthr10,Island Thrush (Sooty),Turdus poliocephalus fumidus,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,islthr1
28092,issf,islthr34,Island Thrush (Stresemann's),Turdus poliocephalus whiteheadi/stresemanni,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,islthr1
28095,issf,islthr32,Island Thrush (Bornean),Turdus poliocephalus seebohmi,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,islthr1
28096,issf,islthr36,Island Thrush (Luzon),Turdus poliocephalus thomassoni/mayonensis,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,islthr1
28099,issf,islthr22,Island Thrush (Mindoro),Turdus poliocephalus mindorensis,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,islthr1
28100,issf,islthr23,Island Thrush (Negros),Turdus poliocephalus nigrorum,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,islthr1
28101,issf,islthr20,Island Thrush (Malindang),Turdus poliocephalus malindangensis,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,islthr1
28102,issf,islthr15,Island Thrush (Katanglad),Turdus poliocephalus katanglad,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,islthr1
28103,issf,islthr16,Island Thrush (Apo),Turdus poliocephalus kelleri,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,islthr1
28104,issf,islthr12,Island Thrush (Latimojong),Turdus poliocephalus hygroscopus,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,islthr1
28105,issf,islthr6,Island Thrush (Lompobattang),Turdus poliocephalus celebensis,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,islthr1
28106,issf,islthr59,Island Thrush (Taliabu),Turdus poliocephalus sukahujan,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,islthr1
28107,issf,islthr31,Island Thrush (Schlegel's),Turdus poliocephalus schlegelii,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,islthr1
28108,issf,islthr33,Island Thrush (Sterling's),Turdus poliocephalus sterlingi,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,islthr1
28109,issf,islthr7,Island Thrush (Seram),Turdus poliocephalus deningeri,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,islthr1
28110,issf,islthr37,Island Thrush (Jayawijaya),Turdus poliocephalus versteegi,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,islthr1
28111,issf,islthr5,Island Thrush (Ashy),Turdus poliocephalus erebus,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,islthr1
28112,issf,islthr25,Island Thrush (Papuan),Turdus poliocephalus papuensis,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,islthr1
28113,issf,islthr4,Island Thrush (Goodenough),Turdus poliocephalus canescens,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,islthr1
28114,issf,islthr2,Island Thrush (North Melanesian),Turdus poliocephalus [heinrothi Group],Passeriformes,Turdidae (Thrushes and Allies),Thrushes,islthr1
28121,issf,islthr17,Island Thrush (Kolombangara),Turdus poliocephalus kulambangrae,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,islthr1
28122,issf,islthr3,Island Thrush (Vanuatu),Turdus poliocephalus [vanikorensis Group],Passeriformes,Turdidae (Thrushes and Allies),Thrushes,islthr1
28127,issf,islthr26,Island Thrush (Ureparapara),Turdus poliocephalus placens,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,islthr1
28128,issf,islthr8,Island Thrush (Efate),Turdus poliocephalus efatensis,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,islthr1
28129,issf,islthr28,Island Thrush (White-headed),Turdus poliocephalus pritzbueri/albifrons,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,islthr1
28132,issf,islthr40,Island Thrush (New Caledonia),Turdus poliocephalus xanthopus,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,islthr1
28133,issf,islthr21,Island Thrush (Mare),Turdus poliocephalus mareensis,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,islthr1
28134,issf,islthr27,Island Thrush (Norfolk I.),Turdus poliocephalus poliocephalus,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,islthr1
28135,issf,islthr38,Island Thrush (Lord Howe I.),Turdus poliocephalus vinitinctus,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,islthr1
28136,issf,islthr18,Island Thrush (Viti Levu),Turdus poliocephalus layardi,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,islthr1
28137,issf,islthr29,Island Thrush (Kadavu),Turdus poliocephalus ruficeps,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,islthr1
28138,issf,islthr39,Island Thrush (Vanua Levu),Turdus poliocephalus vitiensis,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,islthr1
28139,issf,islthr11,Island Thrush (Satanic),Turdus poliocephalus hades,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,islthr1
28140,issf,islthr35,Island Thrush (Taveuni),Turdus poliocephalus tempesti,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,islthr1
28141,issf,islthr30,Island Thrush (Samoan),Turdus poliocephalus samoensis,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,islthr1
28142,species,whbthr2,White-backed Thrush,Turdus kessleri,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
28143,species,tibbla1,Tibetan Blackbird,Turdus maximus,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
28144,species,fieldf,Fieldfare,Turdus pilaris,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
28145,species,whcbla1,White-collared Blackbird,Turdus albocinctus,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
28146,species,chethr1,Chestnut Thrush,Turdus rubrocanus,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
28147,issf,chethr2,Chestnut Thrush (Silver-headed),Turdus rubrocanus rubrocanus,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,chethr1
28148,issf,chethr3,Chestnut Thrush (Gray-headed),Turdus rubrocanus gouldii,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,chethr1
28149,species,rinouz1,Ring Ouzel,Turdus torquatus,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
28150,issf,rinouz2,Ring Ouzel (Northern),Turdus torquatus torquatus,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,rinouz1
28151,issf,rinouz3,Ring Ouzel (Alpine),Turdus torquatus alpestris,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,rinouz1
28152,issf,rinouz4,Ring Ouzel (Caucasian),Turdus torquatus amicorum,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,rinouz1
28153,species,datthr1,Black-throated Thrush,Turdus atrogularis,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
28154,species,retthr1,Red-throated Thrush,Turdus ruficollis,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
28155,hybrid,x00644,Black-throated x Red-throated Thrush (hybrid),Turdus atrogularis x ruficollis,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
28156,slash,y01202,Black-throated/Red-throated Thrush,Turdus atrogularis/ruficollis,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
28157,species,dusthr2,Dusky Thrush,Turdus eunomus,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
28158,species,dusthr1,Naumann's Thrush,Turdus naumanni,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
28159,hybrid,x00973,Dusky x Naumann's Thrush (hybrid),Turdus eunomus x naumanni,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
28160,slash,dusthr,Dusky/Naumann's Thrush,Turdus eunomus/naumanni,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
28161,spuh,turdus1,Turdus sp.,Turdus sp.,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
28162,spuh,thrush1,thrush sp.,Turdidae sp.,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
28164,species,gysfly1,Gray-streaked Flycatcher,Muscicapa griseisticta,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28165,species,dasfly,Dark-sided Flycatcher,Muscicapa sibirica,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28170,slash,y01085,Gray-streaked/Dark-sided Flycatcher,Muscicapa griseisticta/sibirica,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28171,species,ferfly1,Ferruginous Flycatcher,Muscicapa ferruginea,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28172,species,asbfly,Asian Brown Flycatcher,Muscicapa dauurica,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28173,issf,asbfly2,Asian Brown Flycatcher (Northern),Muscicapa dauurica dauurica,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,asbfly
28174,issf,asbfly3,Asian Brown Flycatcher (Siamese),Muscicapa dauurica siamensis,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,asbfly
28175,species,asbfly1,Ashy-breasted Flycatcher,Muscicapa randi,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28176,species,subfly2,Sumba Brown Flycatcher,Muscicapa segregata,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28177,species,brbfly2,Brown-breasted Flycatcher,Muscicapa muttui,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28178,species,subfly3,Sulawesi Brown Flycatcher,Muscicapa sodhii,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28179,species,bnsfly1,Brown-streaked Flycatcher,Muscicapa williamsoni,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28180,issf,bnsfly2,Brown-streaked Flycatcher (Brown-streaked),Muscicapa williamsoni williamsoni,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,bnsfly1
28181,issf,bnsfly3,Brown-streaked Flycatcher (Umber),Muscicapa williamsoni umbrosa,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,bnsfly1
28182,slash,y00754,Asian Brown/Brown-streaked Flycatcher,Muscicapa dauurica/williamsoni,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28183,species,afdfly1,African Dusky Flycatcher,Muscicapa adusta,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28194,species,ligfly2,Little Flycatcher,Muscicapa epulata,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28195,species,yeffly1,Yellow-footed Flycatcher,Muscicapa sethsmithi,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28196,species,spofly1,Spotted Flycatcher,Muscicapa striata,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28197,issf,spofly2,Spotted Flycatcher (Spotted),Muscicapa striata [striata Group],Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,spofly1
28203,issf,spofly3,Spotted Flycatcher (Mediterranean),Muscicapa striata tyrrhenica/balearica,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,spofly1
28206,species,gamfly1,Gambaga Flycatcher,Muscicapa gambagae,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28207,species,swafly3,Swamp Flycatcher,Muscicapa aquatica,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28212,species,casfly1,Cassin's Flycatcher,Muscicapa cassini,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28213,spuh,muscic1,Muscicapa sp.,Muscicapa sp.,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28214,species,boefly1,Böhm's Flycatcher,Bradornis boehmi,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28215,species,ussfly1,Ussher's Flycatcher,Bradornis ussheri,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28216,species,soofly1,Sooty Flycatcher,Bradornis fuliginosus,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28219,species,dubfly2,Dusky-blue Flycatcher,Bradornis comitatus,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28223,species,marfly1,Mariqua Flycatcher,Bradornis mariquensis,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28227,species,afgfly1,African Gray Flycatcher,Bradornis microrhynchus,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28228,issf,grafly2,African Gray Flycatcher (Ethiopian),Bradornis microrhynchus pumilus,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,afgfly1
28229,issf,grafly1,African Gray Flycatcher (African Gray),Bradornis microrhynchus [microrhynchus Group],Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,afgfly1
28234,spuh,brador1,Bradornis sp.,Bradornis sp.,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28235,spuh,y01003,Muscicapa/Bradornis sp.,Muscicapa/Bradornis sp.,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28236,species,palfly2,Pale Flycatcher,Agricola pallidus,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28237,issf,palfly6,Pale Flycatcher (Pale),Agricola pallidus [pallidus Group],Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,palfly2
28248,issf,palfly4,Pale Flycatcher (Wajir),Agricola pallidus bafirawari,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,palfly2
28249,issf,palfly5,Pale Flycatcher (East Coast),Agricola pallidus subalaris/erlangeri,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,palfly2
28252,species,chafly2,Chat Flycatcher,Agricola infuscatus,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28258,species,wbffly1,White-browed Forest-Flycatcher,Fraseria cinerascens,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28261,species,afffly1,African Forest-Flycatcher,Fraseria ocreata,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28262,issf,afrfof1,African Forest-Flycatcher (Western),Fraseria ocreata prosphora/kelsalli,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,afffly1
28265,issf,afrfof2,African Forest-Flycatcher (Eastern),Fraseria ocreata ocreata,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,afffly1
28266,species,gyttif1,Gray-throated Tit-Flycatcher,Fraseria griseigularis,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28269,species,grytif1,Gray Tit-Flycatcher,Fraseria plumbea,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28273,species,olifly1,Olivaceous Flycatcher,Fraseria olivascens,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28274,issf,olifly4,Olivaceous Flycatcher (Olivaceous),Fraseria olivascens olivascens,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,olifly1
28275,issf,olifly5,Olivaceous Flycatcher (Mt. Nimba),Fraseria olivascens nimbae,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,olifly1
28276,species,chafly1,Chapin's Flycatcher,Fraseria lendu,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28277,issf,chafly5,Chapin's Flycatcher (Chapin's),Fraseria lendu lendu,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,chafly1
28278,issf,chafly4,Chapin's Flycatcher (Itombwe),Fraseria lendu itombwensis,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,chafly1
28279,species,tesfly1,Tessmann's Flycatcher,Fraseria tessmanni,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28280,species,ashfly1,Ashy Flycatcher,Fraseria caerulescens,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28287,species,hercha1,Herero Chat,Melaenornis herero,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28288,species,silver1,Silverbird,Melaenornis semipartitus,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28289,species,fisfly1,Fiscal Flycatcher,Melaenornis silens,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28290,species,yebfly2,Yellow-eyed Black-Flycatcher,Melaenornis ardesiacus,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28291,species,nimfly1,Nimba Flycatcher,Melaenornis annamarulae,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28292,species,nobfly1,Northern Black-Flycatcher,Melaenornis edolioides,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28296,species,sobfly1,Southern Black-Flycatcher,Melaenornis pammelaina,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28302,species,wheslf1,White-eyed Slaty-Flycatcher,Melaenornis fischeri,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28307,species,angslf1,Angola Slaty-Flycatcher,Melaenornis brunneus,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28310,species,abyslf1,Abyssinian Slaty-Flycatcher,Melaenornis chocolatinus,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28313,species,grcfly3,Grand Comoro Flycatcher,Humblotia flavirostris,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28314,species,ficale3,White-tailed Alethe,Alethe diademata,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28315,species,ficale2,Fire-crested Alethe,Alethe castanea,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28318,species,kasrob2,Karoo Scrub-Robin,Cercotrichas coryphoeus,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28321,species,fosrob1,Forest Scrub-Robin,Cercotrichas leucosticta,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28322,issf,forscr2,Forest Scrub-Robin (Forest),Cercotrichas leucosticta [leucosticta Group],Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,fosrob1
28326,issf,forscr3,Forest Scrub-Robin (Huila),Cercotrichas leucosticta reichenowi,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,fosrob1
28327,species,brsrob1,Brown Scrub-Robin,Cercotrichas signata,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28330,species,besrob1,Bearded Scrub-Robin,Cercotrichas quadrivirgata,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28331,issf,beascr1,Bearded Scrub-Robin (Bearded),Cercotrichas quadrivirgata quadrivirgata,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,besrob1
28332,issf,beascr2,Bearded Scrub-Robin (Zanzibar),Cercotrichas quadrivirgata greenwayi,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,besrob1
28333,species,misrob1,Miombo Scrub-Robin,Cercotrichas barbata,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28334,species,blsrob1,Black Scrub-Robin,Cercotrichas podobe,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28337,species,rutscr1,Rufous-tailed Scrub-Robin,Cercotrichas galactotes,Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,
28338,issf,rtsrob1,Rufous-tailed Scrub-Robin (Rufous-tailed),Cercotrichas galactotes [galactotes Group],Passeriformes,Muscicapidae (Old World Flycatchers),Old World Flycatchers,rutscr1
