TAXON_ORDER,CATEGORY,SPECIES_CODE,PRIMARY_COM_NAME,SCI_NAME,ORDER1,FAMILY,SPECIES_GROUP,REPORT_AS
18795,species,reevir1,Red-eyed Vireo,Vireo olivaceus,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,
18796,slash,y00741,Philadelphia/Red-eyed Vireo,Vireo philadelphicus/olivaceus,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,
18797,hybrid,x00889,Philadelphia x Red-eyed Vireo (hybrid),Vireo philadelphicus x olivaceus,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,
18798,hybrid,x00890,Warbling x Red-eyed Vireo (hybrid),Vireo gilvus x olivaceus,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,
18799,species,chivir1,Chivi Vireo,Vireo chivi,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,
18800,issf,reevir3,Chivi Vireo (resident),Vireo chivi [agilis Group],Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,chivir1
18808,issf,reevir2,Chivi Vireo (migratory),Vireo chivi chivi/diversus,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,chivir1
18811,slash,reevir,Red-eyed/Chivi Vireo,Vireo olivaceus/chivi,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,
18812,species,norvir1,Noronha Vireo,Vireo gracilirostris,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,
18813,species,yegvir,Yellow-green Vireo,Vireo flavoviridis,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,
18817,slash,y01145,Red-eyed/Yellow-green Vireo,Vireo olivaceus/flavoviridis,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,
18818,species,bkwvir,Black-whiskered Vireo,Vireo altiloquus,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,
18825,slash,y01146,Red-eyed/Black-whiskered Vireo,Vireo olivaceus/altiloquus,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,
18826,species,yucvir,Yucatan Vireo,Vireo magister,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,
18829,spuh,vireo2,vireo sp. (Red-eyed Vireo complex),Vireo sp. (Red-eyed Vireo complex),Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,
18830,spuh,vireo1,vireo sp.,Vireo sp.,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",Vireos,
18832,species,ruspit1,Rusty Pitohui,Pseudorectes ferrugineus,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
18839,species,whbpit1,White-bellied Pitohui,Pseudorectes incertus,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
18840,species,sansht2,Sandstone Shrikethrush,Colluricincla woodwardi,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
18841,species,bowsht1,Bower's Shrikethrush,Colluricincla boweri,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
18842,species,grysht1,Gray Shrikethrush,Colluricincla harmonica,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
18849,species,soosht1,Sooty Shrikethrush,Colluricincla tenebrosa,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
18852,species,litshr5,Variable Shrikethrush,Colluricincla fortis,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
18858,species,litshr6,Waigeo Shrikethrush,Colluricincla affinis,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
18859,species,litshr1,Mamberamo Shrikethrush,Colluricincla obscura,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
18863,species,litshr3,Sepik-Ramu Shrikethrush,Colluricincla tappenbecki,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
18867,species,rufsht2,Arafura Shrikethrush,Colluricincla megarhyncha,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
18876,species,litshr4,Tagula Shrikethrush,Colluricincla discolor,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
18877,species,litshr2,Rufous Shrikethrush,Colluricincla rufogaster,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
18885,slash,y00409,Arafura/Rufous Shrikethrush,Colluricincla megarhyncha/rufogaster,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
18886,spuh,collur1,Colluricincla sp.,Colluricincla sp.,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
18887,species,blapit1,Black Pitohui,Melanorectes nigrescens,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
18894,species,sansht1,Sangihe Whistler,Coracornis sanghirensis,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
18895,species,mabwhi1,Maroon-backed Whistler,Coracornis raveni,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
18896,species,oliwhi1,Olive Whistler,Pachycephala olivacea,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
18902,species,relwhi1,Red-lored Whistler,Pachycephala rufogularis,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
18903,species,gilwhi1,Gilbert's Whistler,Pachycephala inornata,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
18904,species,batwhi1,Bare-throated Whistler,Pachycephala nudigula,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
18907,species,fabwhi1,Fawn-breasted Whistler,Pachycephala orpheus,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
18908,species,regwhi1,Regent Whistler,Pachycephala schlegelii,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
18912,species,necwhi2,Vanuatu Whistler,Pachycephala chlorura,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
18917,species,vogwhi1,Vogelkop Whistler,Pachycephala meyeri,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
18918,species,sclwhi1,Sclater's Whistler,Pachycephala soror,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
18924,species,fijwhi2,Fiji Whistler,Pachycephala vitiensis,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
18925,issf,whtwhi1,Fiji Whistler (White-throated),Pachycephala vitiensis [vitiensis Group],Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,fijwhi2
18929,issf,fijwhi1,Fiji Whistler (Fiji),Pachycephala vitiensis [graeffii Group],Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,fijwhi2
18937,species,samwhi1,Samoan Whistler,Pachycephala flavifrons,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
18938,species,tonwhi1,Tongan Whistler,Pachycephala jacquinoti,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
18939,species,necwhi3,New Caledonian Whistler,Pachycephala caledonica,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
18940,species,guhwhi1,Guadalcanal Hooded Whistler,Pachycephala implicata,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
18941,species,bohwhi1,Bougainville Hooded Whistler,Pachycephala richardsi,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
18942,species,biswhi1,Bismarck Whistler,Pachycephala citreogaster,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
18948,species,louwhi1,Louisiade Whistler,Pachycephala collaris,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
18952,species,temwhi1,Temotu Whistler,Pachycephala vanikorensis,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
18956,species,oriwhi1,Oriole Whistler,Pachycephala orioloides,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
18967,species,renwhi1,Rennell Whistler,Pachycephala feminina,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
18968,species,rubwhi1,Rusty-breasted Whistler,Pachycephala fulvotincta,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
18969,issf,rubwhi2,Rusty-breasted Whistler (Salayar),Pachycephala fulvotincta teysmanni,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,rubwhi1
18970,issf,rubwhi3,Rusty-breasted Whistler (Rusty-breasted),Pachycephala fulvotincta [fulvotincta Group],Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,rubwhi1
18975,species,yetwhi1,Yellow-throated Whistler,Pachycephala macrorhyncha,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
18976,issf,yetwhi2,Yellow-throated Whistler (Moluccan),Pachycephala macrorhyncha [macrorhyncha Group],Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,yetwhi1
18982,issf,yetwhi3,Yellow-throated Whistler (Timor),Pachycephala macrorhyncha calliope,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,yetwhi1
18983,issf,yetwhi4,Yellow-throated Whistler (Banda Sea),Pachycephala macrorhyncha par/compar,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,yetwhi1
18986,issf,yetwhi5,Yellow-throated Whistler (Damar),Pachycephala macrorhyncha dammeriana,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,yetwhi1
18987,issf,yetwhi6,Yellow-throated Whistler (Babar),Pachycephala macrorhyncha sharpei,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,yetwhi1
18988,species,bkcwhi1,Black-chinned Whistler,Pachycephala mentalis,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
18992,species,golwhi2,Baliem Whistler,Pachycephala balim,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
18993,species,golwhi1,Golden Whistler,Pachycephala pectoralis,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
18999,species,weswhi2,Western Whistler,Pachycephala fuliginosa,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
19002,slash,y01193,Golden/Western Whistler,Pachycephala pectoralis/fuliginosa,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
19003,species,bltwhi1,Black-tailed Whistler,Pachycephala melanura,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
19008,species,mornin1,Morningbird,Pachycephala tenebrosa,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
19009,species,brbwhi1,Brown-backed Whistler,Pachycephala modesta,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
19013,species,lorwhi1,Lorentz's Whistler,Pachycephala lorentzi,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
19014,species,gobwhi1,Golden-backed Whistler,Pachycephala aurea,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
19015,species,yebwhi1,Yellow-bellied Whistler,Pachycephala philippinensis,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
19016,issf,yebwhi2,Yellow-bellied Whistler (fallax),Pachycephala philippinensis fallax,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,yebwhi1
19017,issf,yebwhi3,Yellow-bellied Whistler (illex),Pachycephala philippinensis illex,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,yebwhi1
19018,issf,yebwhi9,Yellow-bellied Whistler (philippinensis Group),Pachycephala philippinensis [philippinensis Group],Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,yebwhi1
19024,species,borwhi1,Bornean Whistler,Pachycephala hypoxantha,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
19027,species,subwhi1,Sulphur-bellied Whistler,Pachycephala sulfuriventer,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
19028,species,manwhi1,Mangrove Whistler,Pachycephala cinerea,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
19031,species,grbwhi1,Green-backed Whistler,Pachycephala albiventris,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
19032,species,whvwhi1,White-vented Whistler,Pachycephala homeyeri,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
19033,issf,whvwhi2,White-vented Whistler (Sulu),Pachycephala homeyeri homeyeri,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,whvwhi1
19034,issf,whvwhi3,White-vented Whistler (Cebu),Pachycephala homeyeri major,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,whvwhi1
19035,issf,whvwhi4,White-vented Whistler (White-vented),Pachycephala homeyeri winchelli,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,whvwhi1
19036,species,islwhi2,Island Whistler,Pachycephala phaionota,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
19037,species,biawhi1,Biak Whistler,Pachycephala melanorhyncha,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
19038,species,ruswhi1,Rusty Whistler,Pachycephala hyperythra,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
19043,species,grywhi2,Gray Whistler,Pachycephala simplex,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
19044,issf,grywhi1,Gray Whistler (Brown),Pachycephala simplex simplex/brunnescens,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,grywhi2
19047,issf,gyhwhi1,Gray Whistler (Gray-headed),Pachycephala simplex [griseiceps Group],Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,grywhi2
19054,species,walwhi1,Wallacean Whistler,Pachycephala arctitorquis,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
19058,species,drawhi1,Drab Whistler,Pachycephala griseonota,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
19059,issf,drawhi2,Drab Whistler (Drab),Pachycephala griseonota [griseonota Group],Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,drawhi1
19065,issf,drawhi3,Drab Whistler (Cinnamon-breasted),Pachycephala griseonota johni,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,drawhi1
19066,species,whbwhi1,White-bellied Whistler,Pachycephala leucogastra,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
19069,species,blhwhi1,Black-headed Whistler,Pachycephala monacha,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
19072,species,rufwhi1,Rufous Whistler,Pachycephala rufiventris,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
19078,species,whbwhi2,White-breasted Whistler,Pachycephala lanioides,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
19082,spuh,pachyc1,Pachycephala sp.,Pachycephala sp.,Passeriformes,Pachycephalidae (Whistlers and Allies),Whistlers and Allies,
19084,species,hoopit1,Hooded Pitohui,Pitohui dichrous,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19087,species,varpit4,Raja Ampat Pitohui,Pitohui cerviniventris,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19090,species,varpit2,Northern Variable Pitohui,Pitohui kirhocephalus,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19100,species,varpit3,Southern Variable Pitohui,Pitohui uropygialis,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19106,slash,y01147,Northern/Southern Variable Pitohui,Pitohui kirhocephalus/uropygialis,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19107,species,timori1,Timor Oriole,Oriolus melanotis,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19108,issf,timori2,Timor Oriole (Timor),Oriolus melanotis melanotis,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,timori1
19109,issf,timori3,Timor Oriole (Wetar),Oriolus melanotis finschi,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,timori1
19110,species,burori2,Buru Oriole,Oriolus bouroensis,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19111,species,burori3,Tanimbar Oriole,Oriolus decipiens,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19112,species,serori1,Seram Oriole,Oriolus forsteni,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19113,species,halori1,Halmahera Oriole,Oriolus phaeochromus,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19114,species,broori1,Brown Oriole,Oriolus szalayi,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19115,species,olbori1,Olive-backed Oriole,Oriolus sagittatus,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19120,species,greori1,Green Oriole,Oriolus flavocinctus,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19125,species,datori1,Dark-throated Oriole,Oriolus xanthonotus,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19126,issf,datori6,Dark-throated Oriole (Dark-throated),Oriolus xanthonotus xanthonotus/mentawi,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,datori1
19129,issf,datori7,Dark-throated Oriole (Ventriloquial),Oriolus xanthonotus consobrinus/persuasus,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,datori1
19132,species,whlori1,White-lored Oriole,Oriolus albiloris,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19133,species,phiori1,Philippine Oriole,Oriolus steerii,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19139,species,isaori1,Isabela Oriole,Oriolus isabellae,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19140,species,eugori2,Eurasian Golden Oriole,Oriolus oriolus,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19141,species,ingori1,Indian Golden Oriole,Oriolus kundoo,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19142,slash,y00691,Eurasian/Indian Golden Oriole,Oriolus oriolus/kundoo,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19143,species,afgori2,African Golden Oriole,Oriolus auratus,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19146,slash,y01041,Eurasian/African Golden Oriole,Oriolus oriolus/auratus,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19147,species,blnori1,Black-naped Oriole,Oriolus chinensis,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19148,issf,bknori1,Black-naped Oriole (East Asian),Oriolus chinensis diffusus,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,blnori1
19149,issf,bknori2,Black-naped Oriole (Sunda),Oriolus chinensis [maculatus Group],Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,blnori1
19157,issf,bknori4,Black-naped Oriole (Philippine),Oriolus chinensis [chinensis Group],Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,blnori1
19161,issf,bknori6,Black-naped Oriole (Talaud),Oriolus chinensis melanisticus,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,blnori1
19162,issf,bknori5,Black-naped Oriole (Sulawesi),Oriolus chinensis [frontalis Group],Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,blnori1
19167,issf,bknori7,Black-naped Oriole (Tenggara),Oriolus chinensis broderipi/boneratensis,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,blnori1
19170,slash,y00800,Indian Golden/Black-naped Oriole,Oriolus kundoo/chinensis,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19171,species,slbori1,Slender-billed Oriole,Oriolus tenuirostris,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19174,species,grhori1,Green-headed Oriole,Oriolus chlorocephalus,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19175,issf,gnhori1,Green-headed Oriole (Green-headed),Oriolus chlorocephalus chlorocephalus/amani,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,grhori1
19178,issf,gnhori2,Green-headed Oriole (Gorongosa),Oriolus chlorocephalus speculifer,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,grhori1
19179,species,satori1,Sao Tome Oriole,Oriolus crassirostris,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19180,species,wbhori1,Western Black-headed Oriole,Oriolus brachyrynchus,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19183,species,dahori1,Ethiopian Black-headed Oriole,Oriolus monacha,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19186,species,abhori1,African Black-headed Oriole,Oriolus larvatus,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19193,species,bltori1,Black-tailed Oriole,Oriolus percivali,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19194,species,blwori1,Black-winged Oriole,Oriolus nigripennis,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19195,species,blhori1,Black-hooded Oriole,Oriolus xanthornus,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19201,species,blaori1,Black Oriole,Oriolus hosii,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19202,species,bacori1,Black-and-crimson Oriole,Oriolus cruentus,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19203,issf,bacori2,Black-and-crimson Oriole (Black-and-crimson),Oriolus cruentus [consanguineus Group],Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,bacori1
19207,issf,bacori3,Black-and-crimson Oriole (Javan),Oriolus cruentus cruentus,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,bacori1
19208,species,marori2,Maroon Oriole,Oriolus traillii,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19209,issf,marori7,Maroon Oriole (Maroon),Oriolus traillii traillii/robinsoni,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,marori2
19212,issf,marori8,Maroon Oriole (Crimson),Oriolus traillii ardens/nigellicauda,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,marori2
19215,species,silori1,Silver Oriole,Oriolus mellianus,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19216,spuh,oriolu1,old world oriole sp.,Oriolus sp.,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19217,species,wetfig1,Wetar Figbird,Sphecotheres hypoleucus,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19218,species,grnfig1,Green Figbird,Sphecotheres viridis,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19219,species,ausfig1,Australasian Figbird,Sphecotheres vieilloti,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19220,issf,ausfig7,Australasian Figbird (flaviventris Group),Sphecotheres vieilloti [flaviventris Group],Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,ausfig1
19224,issf,ausfig3,Australasian Figbird (salvadorii),Sphecotheres vieilloti salvadorii,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,ausfig1
19225,issf,ausfig6,Australasian Figbird (vieilloti),Sphecotheres vieilloti vieilloti,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,ausfig1
19226,species,noipio1,North Island Piopio,Turnagra tanagra,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19227,species,soipio1,South Island Piopio,Turnagra capensis,Passeriformes,Oriolidae (Old World Orioles),Old World Orioles,
19231,species,blbboa1,Black-breasted Boatbill,Machaerirhynchus nigripectus,Passeriformes,Machaerirhynchidae (Boatbills),Boatbills,
19235,species,yebboa1,Yellow-breasted Boatbill,Machaerirhynchus flaviventer,Passeriformes,Machaerirhynchidae (Boatbills),Boatbills,
19243,species,ashwoo2,Ashy Woodswallow,Artamus fuscus,Passeriformes,"Artamidae (Woodswallows, Bellmagpies, and Allies)",Woodswallows,
19244,species,fijwoo1,Fiji Woodswallow,Artamus mentalis,Passeriformes,"Artamidae (Woodswallows, Bellmagpies, and Allies)",Woodswallows,
19245,species,whbwoo8,Ivory-backed Woodswallow,Artamus monachus,Passeriformes,"Artamidae (Woodswallows, Bellmagpies, and Allies)",Woodswallows,
19246,species,grewoo1,Great Woodswallow,Artamus maximus,Passeriformes,"Artamidae (Woodswallows, Bellmagpies, and Allies)",Woodswallows,
19247,species,whbwoo4,White-breasted Woodswallow,Artamus leucorynchus,Passeriformes,"Artamidae (Woodswallows, Bellmagpies, and Allies)",Woodswallows,
19257,species,biswoo1,Bismarck Woodswallow,Artamus insignis,Passeriformes,"Artamidae (Woodswallows, Bellmagpies, and Allies)",Woodswallows,
19258,species,maswoo1,Masked Woodswallow,Artamus personatus,Passeriformes,"Artamidae (Woodswallows, Bellmagpies, and Allies)",Woodswallows,
19259,species,whbwoo5,White-browed Woodswallow,Artamus superciliosus,Passeriformes,"Artamidae (Woodswallows, Bellmagpies, and Allies)",Woodswallows,
19260,hybrid,x00962,Masked x White-browed Woodswallow (hybrid),Artamus personatus x superciliosus,Passeriformes,"Artamidae (Woodswallows, Bellmagpies, and Allies)",Woodswallows,
19261,slash,y01039,Masked/White-browed Woodswallow,Artamus personatus/superciliosus,Passeriformes,"Artamidae (Woodswallows, Bellmagpies, and Allies)",Woodswallows,
19262,species,blfwoo1,Black-faced Woodswallow,Artamus cinereus,Passeriformes,"Artamidae (Woodswallows, Bellmagpies, and Allies)",Woodswallows,
19263,issf,bkfwoo1,Black-faced Woodswallow (White-vented),Artamus cinereus normani/inkermani,Passeriformes,"Artamidae (Woodswallows, Bellmagpies, and Allies)",Woodswallows,blfwoo1
19266,issf,bkfwoo2,Black-faced Woodswallow (Black-vented),Artamus cinereus [cinereus Group],Passeriformes,"Artamidae (Woodswallows, Bellmagpies, and Allies)",Woodswallows,blfwoo1
19270,species,duswoo1,Dusky Woodswallow,Artamus cyanopterus,Passeriformes,"Artamidae (Woodswallows, Bellmagpies, and Allies)",Woodswallows,
19273,species,litwoo4,Little Woodswallow,Artamus minor,Passeriformes,"Artamidae (Woodswallows, Bellmagpies, and Allies)",Woodswallows,
19276,spuh,woodsw1,woodswallow sp.,Artamus sp.,Passeriformes,"Artamidae (Woodswallows, Bellmagpies, and Allies)",Woodswallows,
19277,species,moupel1,Mountain Peltops,Peltops montanus,Passeriformes,"Artamidae (Woodswallows, Bellmagpies, and Allies)",Bellmagpies and Allies,
19278,species,lowpel1,Lowland Peltops,Peltops blainvillii,Passeriformes,"Artamidae (Woodswallows, Bellmagpies, and Allies)",Bellmagpies and Allies,
19279,species,blbbut1,Black-backed Butcherbird,Cracticus mentalis,Passeriformes,"Artamidae (Woodswallows, Bellmagpies, and Allies)",Bellmagpies and Allies,
19282,species,grybut1,Gray Butcherbird,Cracticus torquatus,Passeriformes,"Artamidae (Woodswallows, Bellmagpies, and Allies)",Bellmagpies and Allies,
19286,species,sibbut1,Silver-backed Butcherbird,Cracticus argenteus,Passeriformes,"Artamidae (Woodswallows, Bellmagpies, and Allies)",Bellmagpies and Allies,
19289,species,hoobut1,Hooded Butcherbird,Cracticus cassicus,Passeriformes,"Artamidae (Woodswallows, Bellmagpies, and Allies)",Bellmagpies and Allies,
19292,species,tagbut1,Tagula Butcherbird,Cracticus louisiadensis,Passeriformes,"Artamidae (Woodswallows, Bellmagpies, and Allies)",Bellmagpies and Allies,
